name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,ADD,DEL,CADD,CDEL,bugs
org.apache.tools.ant.taskdefs.Available,20,3,0,14,67,130,1,13,16,0.846889952,812,1,4,0.660714286,0.25,1,1,39.05,25,3.05,420,87,725,97,0
org.apache.tools.ant.types.selectors.FileSelector,1,1,0,15,1,0,14,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
org.apache.tools.ant.filters.StripLineComments,8,5,0,6,26,0,1,5,5,0.571428571,164,1,0,0.823529412,0.375,2,5,19.125,4,1.125,164,0,164,0,0
org.apache.tools.ant.taskdefs.Sequential,4,3,0,6,16,0,0,6,4,0.333333333,46,1,0,0.925,0.625,1,1,10.25,1,0.75,30,8,62,8,0
org.apache.tools.ant.util.TaskLogger,6,1,0,1,8,0,0,1,6,0,43,1,1,0,0.666666667,0,0,6,1,0.8333,43,0,43,0,0
org.apache.tools.ant.taskdefs.compilers.Gcj,3,2,0,9,26,3,1,8,2,2,147,0,0,0.92,1,1,1,48,10,3.6667,24,20,152,20,0
org.apache.tools.ant.types.selectors.FilenameSelector,8,5,0,9,23,0,4,5,8,0.761904762,198,0.5,0,0.844444444,0.35,1,4,23,6,2.25,198,0,198,0,0
org.apache.tools.ant.taskdefs.condition.Http,4,2,0,4,15,0,1,3,4,0.333333333,109,1,0,0.75,0.5,0,0,25.75,1,0.75,109,0,109,0,1
org.apache.tools.ant.taskdefs.GUnzip,3,4,0,4,20,3,0,4,1,1.5,124,1,0,0.960784314,1,2,3,40,8,3,58,25,277,28,0
org.apache.tools.ant.taskdefs.FixCRLF,18,4,0,12,82,83,1,12,11,0.960151803,1238,1,1,0.821052632,0.181818182,2,2,66.05555556,8,1.8333,161,165,1489,290,1
org.apache.tools.ant.types.selectors.SelectorScanner,3,1,0,3,3,3,2,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,3,0,3,0,0
org.apache.tools.ant.util.KeepAliveOutputStream,2,3,0,0,3,1,0,0,2,2,7,0,0,0.909090909,0.75,1,1,2.5,1,0.5,7,0,7,0,0
org.apache.tools.ant.PathTokenizer,3,1,0,3,17,0,2,1,3,0.25,196,1,0,0,0.666666667,0,0,63,2,1,95,25,195,25,0
org.apache.tools.ant.taskdefs.Definer,15,3,2,10,47,73,2,8,12,0.865079365,452,1,1,0.725490196,0.225,1,1,28.53333333,12,1.8,155,40,521,40,0
org.apache.tools.ant.input.InputHandler,1,1,0,8,1,0,6,2,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
org.apache.tools.ant.taskdefs.BUnzip2,3,4,0,5,24,3,0,5,1,1.5,163,1,0,0.960784314,1,2,3,53,11,4,163,0,163,0,0
org.apache.tools.ant.ProjectHelper,13,1,1,15,66,78,10,7,12,1.083333333,476,0,0,0,0.207692308,0,0,35.46153846,2,1,297,498,931,560,0
org.apache.tools.ant.types.CommandlineJava,27,1,0,10,60,145,1,9,26,0.648351648,401,1,4,0,0.314814815,0,0,13.59259259,6,1.5185,81,254,614,295,0
org.apache.tools.ant.filters.TailFilter,7,5,0,5,19,1,1,4,5,0.523809524,285,1,0,0.848484848,0.476190476,2,5,38.71428571,4,1.1429,285,0,285,0,0
org.apache.tools.ant.taskdefs.XSLTLoggerAware,1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
org.apache.tools.ant.listener.MailLogger,5,2,0,5,37,4,0,5,2,0.5,250,1,0,0.8,0.5,1,3,48.8,11,2.8,250,0,250,0,0
org.apache.tools.ant.taskdefs.Concat,12,3,0,11,64,0,0,11,9,0.618181818,581,1,0,0.770833333,0.238095238,0,0,47,20,3.4167,581,0,581,0,0
org.apache.tools.ant.BuildEvent,11,2,0,12,15,13,9,4,11,0.75,97,1,3,0.2,0.220779221,0,0,7.272727273,1,0.7273,90,18,187,18,0
org.apache.tools.ant.taskdefs.Delete,21,4,0,11,56,24,0,11,19,0.7875,715,1,0,0.795918367,0.285714286,3,4,32.66666667,16,2.1905,97,52,1004,74,0
org.apache.tools.ant.taskdefs.Untar,3,4,0,8,22,0,0,8,2,0,104,1,1,0.962264151,0.5,2,2,33.33333333,5,2,112,79,378,89,0
org.apache.tools.ant.taskdefs.ManifestTask,6,3,0,9,32,0,0,9,6,0.6,216,1,2,0.880952381,0.333333333,2,2,34.5,1,0.8333,216,0,216,0,0
org.apache.tools.zip.AsiExtraField,20,1,0,4,42,130,0,4,18,0.736842105,376,1,1,0,0.284210526,0,0,17.45,3,1.15,95,260,471,260,0
org.apache.tools.ant.types.Substitution,4,3,0,4,15,0,0,4,4,0.833333333,70,0.5,0,0.909090909,0.583333333,0,0,16,3,1.5,70,0,70,0,0
org.apache.tools.ant.filters.LineContains,8,5,0,6,26,0,1,5,5,0.571428571,167,1,0,0.823529412,0.375,2,5,19.5,4,1.125,167,0,167,0,0
org.apache.tools.ant.taskdefs.MatchingTask,36,3,11,35,84,0,11,24,35,0.485714286,302,1,1,0.513888889,0.0875,2,2,7.333333333,6,1.1944,182,23,358,23,0
org.apache.tools.ant.taskdefs.Copy,27,3,1,18,87,217,1,17,20,0.870445344,919,1,2,0.587301587,0.212962963,2,2,32.33333333,13,1.7037,52,26,721,71,0
org.apache.tools.ant.types.DTDLocation,5,1,0,1,6,0,1,0,5,0.5,30,1,0,0,0.7,0,0,4.6,1,0.8,30,0,30,0,0
org.apache.tools.ant.taskdefs.Typedef,2,6,0,4,4,1,0,4,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,43,11,54,11,0
org.apache.tools.ant.types.FlexInteger,3,1,0,0,7,0,0,0,3,0,19,1,0,0,0.666666667,0,0,5,1,0.6667,19,0,19,0,0
org.apache.tools.ant.taskdefs.Sleep,10,3,0,2,20,21,0,2,9,0.6,130,1,0,0.804347826,0.4,1,1,11.5,1,0.9,9,6,144,6,0
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,4,1,0,3,23,4,1,2,1,0.333333333,174,1,0,0,0.583333333,0,0,42,3,1.25,174,0,174,0,0
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,3,2,0,5,12,3,1,4,1,2,40,0,0,0.857142857,0.666666667,0,0,12.33333333,1,0.6667,40,0,40,0,0
org.apache.tools.ant.types.Reference,5,1,1,28,11,4,26,2,5,0.25,54,1,0,0,0.533333333,0,0,9.6,1,0.6,7,7,63,8,0
org.apache.tools.ant.taskdefs.Chmod,17,5,0,15,57,22,0,15,15,0.583333333,298,1,1,0.869918699,0.264705882,4,7,16.35294118,4,1.2353,84,30,284,32,0
org.apache.tools.ant.util.StringUtils,6,1,0,14,24,15,14,0,5,1,116,0,0,0,0.3,0,0,18.16666667,2,1,116,0,116,0,0
org.apache.tools.ant.taskdefs.XmlProperty,9,3,0,4,41,14,0,4,8,0.791666667,334,1,0,0.822222222,0.355555556,1,1,35.44444444,11,2,334,0,334,0,1
org.apache.tools.ant.TaskAdapter,6,3,0,7,24,9,4,4,5,0.8,231,0.5,0,0.880952381,0.266666667,1,1,37.16666667,1,0.8333,88,24,183,24,1
org.apache.tools.ant.filters.PrefixLines,7,5,0,5,22,0,1,4,5,0.555555556,150,1,0,0.848484848,0.476190476,2,5,20,4,1.1429,150,0,150,0,0
org.apache.tools.ant.taskdefs.compilers.Javac13,2,2,0,7,13,1,1,6,2,2,66,1,0,0.958333333,1,0,0,31.5,1,0.5,15,7,112,16,0
org.apache.tools.ant.filters.HeadFilter,7,5,0,5,18,0,1,4,5,0.555555556,113,1,0,0.848484848,0.476190476,2,4,14.71428571,4,1.1429,113,0,113,0,0
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,19,1,8,23,92,81,8,15,4,0.712560386,899,1,9,0,0.23015873,0,0,45.10526316,30,4.2632,180,104,994,122,1
org.apache.tools.ant.NoBannerLogger,4,2,0,4,16,0,0,4,4,0.333333333,59,1,0,0.842105263,0.875,1,1,13.5,5,1.75,40,8,99,8,0
org.apache.tools.mail.MailMessage,29,1,0,5,66,348,2,3,12,0.810714286,567,0.9,2,0,0.317241379,0,0,18.20689655,11,1.3793,107,54,634,54,0
org.apache.tools.ant.filters.BaseParamFilterReader,4,4,9,12,7,4,9,3,3,0.666666667,22,1,1,0.928571429,0.5,0,0,4.25,1,0.5,22,0,22,0,0
org.apache.tools.ant.taskdefs.XSLTLogger,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
org.apache.tools.ant.DefaultLogger,16,1,3,13,38,80,6,7,12,0.876190476,334,0.857142857,0,0,0.285714286,0,0,19.4375,8,1.6875,182,58,451,59,0
org.apache.tools.tar.TarInputStream,16,3,0,3,38,84,1,2,16,0.674074074,541,1,2,0.580645161,0.25,2,8,32.25,1,0.8125,93,108,697,108,0
org.apache.tools.ant.taskdefs.condition.Condition,1,1,0,18,1,0,17,1,1,2,1,0,0,0,1,0,0,0,1,1,3,3,4,3,0
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,2,4,0,4,4,0,1,3,1,0,16,1,1,0.9375,0.666666667,1,1,6.5,1,0.5,16,0,16,0,0
org.apache.tools.ant.taskdefs.condition.Contains,5,1,0,3,9,0,1,2,5,0.666666667,64,1,0,0,0.533333333,0,0,11.2,1,0.8,64,0,64,0,0
org.apache.tools.ant.helper.ProjectHelperImpl,9,2,0,12,50,24,8,6,2,0.85,288,1,1,0.68,0.296296296,1,1,30.44444444,2,1,288,0,288,0,0
org.apache.tools.ant.taskdefs.Ear,7,6,0,9,32,13,0,9,4,0.75,150,1,0,0.9625,0.4,4,9,20.14285714,2,1,57,33,208,33,1
org.apache.tools.ant.taskdefs.Taskdef,2,6,0,4,4,1,0,4,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,8,29,186,183,0
org.apache.tools.ant.filters.TabsToSpaces,7,5,0,5,18,0,1,4,5,0.708333333,126,1,0,0.848484848,0.476190476,2,5,16.42857143,5,1.2857,126,0,126,0,0
org.apache.tools.ant.util.regexp.RegexpMatcher,6,1,0,7,6,15,6,1,6,1.2,10,0,0,0,0.722222222,0,0,0,1,1,43,9,69,42,0
org.apache.tools.ant.filters.BaseFilterReader,10,3,4,16,21,23,14,2,5,0.666666667,149,1,1,0.692307692,0.228571429,1,2,13.7,1,0.8,149,0,149,0,0
org.apache.tools.zip.ZipOutputStream,17,4,0,7,81,40,4,3,10,0.823863636,1178,0.909090909,8,0.516129032,0.25,2,4,67,2,1,22,9,1181,9,0
org.apache.tools.zip.UnrecognizedExtraField,10,1,0,3,13,31,1,2,10,0.703703704,76,1,1,0,0.375,0,0,6.3,2,1.1,8,4,84,4,0
org.apache.tools.ant.UnknownElement,13,3,0,12,43,36,3,10,7,0.638888889,424,1,0,0.755102041,0.320512821,1,6,31.38461538,4,1.8462,202,41,436,50,0
org.apache.tools.ant.taskdefs.email.Message,9,2,0,5,20,0,3,2,9,0.5,141,1,0,0.6,0.416666667,0,0,14.22222222,1,0.6667,141,0,141,0,1
org.apache.tools.ant.taskdefs.CVSPass,6,3,0,3,30,0,0,3,5,0.6,1262,1,0,0.880952381,0.555555556,1,1,208.6666667,2,1,70,86,1330,86,0
org.apache.tools.ant.ProjectComponent,5,1,10,98,7,0,98,1,5,0,33,1,1,0,0.45,0,0,5.4,2,1,16,10,49,10,0
org.apache.tools.ant.taskdefs.GZip,2,4,0,4,12,1,0,4,1,2,55,0,0,0.980392157,1,1,2,26.5,4,2,20,52,181,56,0
org.apache.tools.ant.taskdefs.condition.ConditionBase,18,2,5,18,23,0,5,16,16,0,110,1,0,0.346153846,0.114583333,0,0,5.055555556,1,0.9444,55,36,133,36,0
org.apache.tools.ant.filters.ReplaceTokens,12,5,0,6,37,0,1,5,7,0.696969697,308,1,0,0.736842105,0.3,2,5,24.16666667,7,1.3333,308,0,308,0,0
org.apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,20,0,0,4,4,0.333333333,144,1,1,0,0.9,0,0,27.2,5,2.2,2,3,146,3,0
org.apache.tools.ant.taskdefs.email.EmailTask,23,3,1,14,73,151,1,13,23,0.921717172,668,0.777777778,2,0.627118644,0.207729469,3,3,27.26086957,26,2.3913,668,0,668,0,1
org.apache.tools.ant.taskdefs.email.PlainMailer,3,2,0,6,38,3,1,5,1,2,198,0,0,0.9,0.555555556,1,1,65,6,2.3333,198,0,198,0,0
org.apache.tools.ant.BuildException,14,4,0,193,26,0,192,1,14,0.384615385,153,1,1,0.65,0.333333333,1,2,9.785714286,2,0.6429,71,26,226,28,0
org.apache.tools.ant.taskdefs.rmic.WLRmic,5,2,0,11,24,10,1,10,4,1,133,0,0,0.764705882,0.5,0,0,25.4,1,0.8,25,13,120,13,0
org.apache.tools.bzip2.CBZip2OutputStream,33,2,0,6,43,322,3,4,6,0.859375,4244,0.761904762,1,0.138888889,0.257575758,1,1,126.3333333,32,5.6061,4244,0,4244,0,0
org.apache.tools.ant.util.DateUtils,7,1,0,1,20,19,1,0,4,1.037037037,197,0.666666667,0,0,0.266666667,0,0,25.85714286,4,1.1429,197,0,197,0,0
org.apache.tools.ant.taskdefs.condition.Not,2,3,0,3,8,1,1,3,2,2,33,0,0,0.96969697,1,0,0,15.5,1,0.5,4,3,37,3,0
org.apache.tools.ant.types.selectors.SelectorContainer,19,1,0,19,19,171,3,16,19,2,19,0,0,0,0.108359133,0,0,0,1,1,19,0,19,0,0
org.apache.tools.ant.taskdefs.Exit,8,3,0,4,17,18,0,4,6,0.714285714,112,1,0,0.840909091,0.75,0,0,12.625,4,1.75,57,15,93,15,0
org.apache.tools.ant.taskdefs.Copyfile,6,3,0,5,22,1,0,5,6,0.7,137,1,0,0.880952381,0.416666667,3,3,21.16666667,1,0.8333,52,30,219,75,0
org.apache.tools.ant.taskdefs.RecorderEntry,16,1,0,6,36,58,1,5,13,0.633333333,363,1,0,0,0.2421875,0,0,21.3125,5,1.75,60,61,419,61,0
org.apache.tools.ant.taskdefs.Javac,72,4,0,27,116,2338,11,18,65,0.96400626,900,1,6,0.523489933,0.206349206,1,1,11.125,8,1.4722,698,43,1292,418,0
org.apache.tools.ant.taskdefs.Tar,11,4,0,17,83,11,0,17,9,0.916666667,671,0.25,2,0.886363636,0.25,2,2,58.90909091,2,1,521,24,1132,257,1
org.apache.tools.ant.taskdefs.XSLTLiaison,3,1,0,1,3,3,1,0,3,1.5,4,0,0,0,0.666666667,0,0,0,1,1,13,12,51,16,0
org.apache.tools.ant.taskdefs.email.EmailAddress,7,1,0,3,11,3,3,0,7,0.583333333,53,1,0,0,0.714285714,0,0,6.285714286,2,0.8571,53,0,53,0,0
org.apache.tools.ant.util.TimeoutObserver,1,1,0,3,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
org.apache.tools.ant.taskdefs.rmic.SunRmic,3,2,0,8,22,3,1,7,2,1,152,0,0,0.866666667,0.5,0,0,48.66666667,1,0.6667,18,12,170,12,0
org.apache.tools.ant.types.ZipScanner,6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,5,5,73,5,0
org.apache.tools.ant.types.selectors.DepthSelector,7,5,0,8,26,0,4,4,7,0.666666667,261,0,0,0.863636364,0.342857143,2,5,35.71428571,8,3,261,0,261,0,0
org.apache.tools.ant.types.PatternSet,21,3,0,12,62,134,7,6,15,0.6,630,1,0,0.6,0.272108844,1,1,28.80952381,9,3,64,30,607,55,0
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,4,1,0,13,23,6,1,12,1,2,195,0,0,0,0.333333333,0,0,47.75,1,0.75,73,36,215,37,0
org.apache.tools.ant.taskdefs.Java,31,3,0,20,103,209,0,20,25,0.82,673,1,2,0.552238806,0.161290323,1,3,20.38709677,2,1.0323,183,55,801,344,1
org.apache.tools.ant.util.SourceFileScanner,3,1,0,11,24,1,7,4,3,0,264,1,2,0,0.666666667,0,0,86.33333333,13,5,20,20,297,20,0
org.apache.tools.ant.types.EnumeratedAttribute,8,1,26,46,14,20,45,1,7,0.714285714,87,1,0,0,0.6875,0,0,9.625,5,1.5,5,5,65,6,0
org.apache.tools.ant.taskdefs.Dirname,4,3,0,5,9,2,0,5,4,0.666666667,48,1,0,0.925,0.5,0,0,10.5,1,0.75,48,0,48,0,0
org.apache.tools.zip.ExtraFieldUtils,8,1,0,4,39,22,1,3,6,0.785714286,377,0.5,0,0,0.166666667,0,0,45.875,3,1.25,125,68,502,68,0
org.apache.tools.ant.types.selectors.BaseSelectorContainer,23,4,4,19,40,223,6,19,23,0.045454545,179,1,0,0.614035088,0.09382151,0,0,6.739130435,4,1.2609,179,0,179,0,0
org.apache.tools.ant.taskdefs.Touch,8,3,0,10,37,0,0,10,6,0.628571429,315,1,1,0.840909091,0.325,0,0,37.75,1,0.875,66,42,433,92,0
org.apache.tools.ant.taskdefs.Deltree,4,3,0,3,17,4,0,3,3,0.666666667,152,1,0,0.925,0.75,1,1,36.75,1,0.75,2,1,171,65,0
org.apache.tools.ant.types.selectors.SizeSelector,8,5,0,10,28,0,4,6,8,0.693877551,365,0.571428571,0,0.844444444,0.25,1,4,43.75,19,5.375,365,0,365,0,0
org.apache.tools.ant.util.LoaderUtils,6,1,0,3,14,5,2,1,4,0.8,131,0.5,0,0,0.2,0,0,20.16666667,3,1.3333,131,0,131,0,0
org.apache.tools.ant.taskdefs.Exec,10,3,0,6,42,21,1,6,7,0.793650794,369,1,0,0.804347826,0.45,0,0,35.2,2,1.1,128,208,720,232,0
org.apache.tools.ant.taskdefs.Unpack,10,3,2,7,24,29,2,5,6,0.555555556,162,1,0,0.804347826,0.5,0,0,15,4,1.2,162,0,162,0,0
org.apache.tools.ant.types.DirSet,3,4,0,7,8,3,3,4,2,2,27,0,0,0.988636364,0.666666667,3,4,8,2,0.6667,27,0,27,0,0
org.apache.tools.ant.types.AntFilterReader,10,3,0,9,31,15,2,7,10,0.666666667,166,1,1,0.769230769,0.3,1,1,15.3,3,1.4,166,0,166,0,0
org.apache.tools.ant.taskdefs.Tstamp,4,3,0,6,22,0,1,6,4,0.166666667,142,1,0,0.925,0.625,0,0,34,2,1,211,74,339,78,0
org.apache.tools.tar.TarConstants,0,1,0,1,0,0,1,0,0,2,24,0,0,0,0,0,0,0,0,0,29,29,53,29,0
org.apache.tools.zip.UnixStat,0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,8,8,15,8,0
org.apache.tools.ant.filters.ClassConstants,5,4,0,3,20,4,1,2,4,0.833333333,168,0.666666667,0,0.896551724,0.466666667,2,4,32,1,0.6,168,0,168,0,0
org.apache.tools.ant.taskdefs.ExecTask,27,3,1,19,80,249,4,15,18,0.869230769,607,1,2,0.587301587,0.166666667,0,0,20.92592593,3,1.1481,145,48,606,58,1
org.apache.tools.ant.taskdefs.ManifestException,1,3,0,5,2,0,5,0,1,2,5,0,0,1,1,0,0,4,0,0,3,3,8,3,0
org.apache.tools.ant.taskdefs.condition.Equals,6,1,0,3,11,1,1,2,6,0.7,74,1,0,0,0.555555556,0,0,10.66666667,1,0.8333,25,13,59,13,0
org.apache.tools.ant.taskdefs.WaitFor,7,3,0,6,17,1,0,6,7,0.7,138,1,0,0.842105263,0.428571429,0,0,18,1,0.8571,138,0,138,0,0
org.apache.tools.ant.taskdefs.XSLTProcess,26,4,0,18,89,219,1,18,18,0.896842105,881,1,4,0.757281553,0.221153846,3,4,32.15384615,3,1.1538,380,123,1121,173,1
org.apache.tools.ant.taskdefs.Manifest,17,1,0,7,71,14,2,5,16,0.866071429,569,0.285714286,1,0,0.163398693,1,1,31.64705882,8,1.5294,868,9,1264,9,0
org.apache.tools.ant.types.selectors.DependSelector,7,4,0,13,25,0,4,9,7,0.458333333,201,1,2,0.853658537,0.392857143,1,3,27.14285714,4,2.1429,201,0,201,0,0
org.apache.tools.ant.util.JAXPUtils,8,1,0,2,21,26,1,1,5,0.714285714,89,1,0,0,0.142857143,0,0,10,2,0.875,89,0,89,0,0
org.apache.tools.tar.TarEntry,32,1,0,6,69,264,4,2,31,0.733333333,771,1,0,0,0.180555556,1,1,22.625,4,1.1563,18,5,765,5,0
org.apache.tools.ant.types.ZipFileSet,11,5,0,13,30,5,4,9,9,0.65,168,1,0,0.91,0.327272727,2,10,13.90909091,3,1.2727,32,8,143,9,1
org.apache.tools.ant.Diagnostics,12,1,0,3,47,60,1,3,5,0.818181818,466,0,0,0,0.15,0,0,37.58333333,4,1.8333,466,0,466,0,0
org.apache.tools.ant.taskdefs.Ant,19,3,0,16,117,35,1,15,11,0.823232323,849,0.909090909,1,0.672727273,0.305263158,2,3,43.10526316,12,2.2105,331,168,967,178,1
org.apache.tools.ant.taskdefs.JikesOutputParser,12,1,0,3,22,44,1,2,5,0.805194805,156,1,1,0,0.261904762,0,0,11.41666667,4,1.25,31,14,178,14,0
org.apache.tools.ant.taskdefs.compilers.Sj,2,2,0,6,9,1,1,5,2,2,33,0,0,0.958333333,1,0,0,15.5,1,0.5,5,4,38,4,0
org.apache.tools.ant.taskdefs.Filter,6,3,0,6,16,5,0,6,5,0.733333333,95,1,0,0.880952381,0.5,0,0,14.33333333,1,0.8333,58,61,270,114,0
org.apache.tools.ant.taskdefs.condition.IsTrue,3,2,0,4,7,0,1,3,3,0,29,1,0,0.818181818,0.666666667,0,0,8.333333333,1,0.6667,29,0,29,0,0
org.apache.tools.ant.taskdefs.Recorder,9,3,0,9,34,10,0,9,7,0.729166667,214,1,0,0.840909091,0.3125,1,1,22.11111111,6,1.4444,129,104,330,104,0
org.apache.tools.bzip2.CRC,7,1,0,2,8,0,2,0,1,0.5,1082,0,0,0,0.666666667,0,0,153.2857143,2,0.8571,1082,0,1082,0,0
org.apache.tools.ant.taskdefs.SQLExec,18,4,0,13,90,87,1,13,14,0.849264706,778,1,0,0.782051282,0.188888889,4,4,41.33333333,1,0.9444,224,275,1336,290,1
org.apache.tools.ant.taskdefs.ExecuteWatchdog,8,1,0,8,22,0,5,3,7,0.542857143,141,1,1,0,0.34375,0,0,16,5,1.625,127,125,420,258,0
org.apache.tools.ant.taskdefs.condition.IsSet,3,2,0,5,7,1,1,4,3,0.5,29,1,0,0.818181818,0.666666667,0,0,8.333333333,1,0.6667,29,0,29,0,0
org.apache.tools.ant.types.Commandline,28,1,0,31,57,266,29,4,24,0.641975309,602,1,0,0,0.197530864,0,0,20.39285714,16,2.25,81,254,785,295,0
org.apache.tools.ant.types.selectors.NotSelector,3,6,0,6,11,3,4,3,3,2,37,0,0,0.96969697,1,2,3,11.33333333,2,1.3333,37,0,37,0,0
org.apache.tools.ant.filters.LineContainsRegExp,8,5,0,9,29,0,1,8,5,0.571428571,179,1,0,0.823529412,0.375,2,5,21,4,1.125,179,0,179,0,0
org.apache.tools.ant.taskdefs.LogStreamHandler,2,2,0,9,9,1,5,4,2,2,31,0,0,0.923076923,0.666666667,0,0,14.5,1,0.5,2,4,28,4,0
org.apache.tools.tar.TarUtils,8,1,0,1,14,28,1,0,8,2,274,0,0,0,0.45,0,0,33.25,7,2.75,1,1,275,1,0
org.apache.tools.ant.Main,19,1,0,12,103,133,1,12,3,0.81372549,1720,0.882352941,0,0,0.141414141,0,0,88.63157895,11,2.5263,375,124,1742,174,1
org.apache.tools.ant.util.regexp.Regexp,1,1,0,5,1,0,3,2,1,2,3,0,0,0,1,0,0,0,1,1,3,0,3,0,0
org.apache.tools.ant.taskdefs.Mkdir,3,3,0,3,14,1,0,3,3,0.5,82,1,0,0.948717949,0.666666667,1,1,26,1,0.6667,27,30,141,56,0
org.apache.tools.ant.types.selectors.SelectSelector,9,6,0,10,24,36,4,7,8,2,104,0,0,0.888888889,0.407407407,3,8,10.55555556,2,1.6667,104,0,104,0,0
org.apache.tools.ant.util.FileNameMapper,3,1,0,19,3,3,19,0,3,2,3,0,0,0,1,0,0,0,1,1,3,3,6,3,0
org.apache.tools.ant.taskdefs.Patch,10,3,0,11,36,0,0,11,10,0.694444444,236,1,1,0.804347826,0.45,1,1,22.2,2,1.4,49,12,218,13,0
org.apache.tools.ant.taskdefs.Basename,5,3,0,5,13,4,0,5,5,0.75,71,1,0,0.902439024,0.533333333,0,0,12.6,1,0.8,71,0,71,0,0
org.apache.tools.ant.taskdefs.StreamPumper,4,1,0,1,10,2,1,0,4,0.866666667,93,1,0,0,0.5,0,0,21,5,1.75,33,4,72,4,0
org.apache.tools.ant.types.RegularExpression,6,3,0,8,21,1,1,7,5,0.8,95,0.666666667,2,0.882352941,0.6,0,0,14.33333333,3,1.3333,95,0,95,0,0
org.apache.tools.ant.taskdefs.Cvs,1,4,0,2,2,0,1,1,1,2,4,0,0,1,1,0,0,3,0,0,22,197,373,198,0
org.apache.tools.zip.ZipExtraField,6,1,0,5,6,15,4,1,6,2,6,0,0,0,0.444444444,0,0,0,1,1,7,7,13,7,0
