name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,ADD,DEL,CADD,CDEL,bugs
fr.jayasoft.ivy.url.HttpClientHandler,18,2,0,25,85,133,2,0,6,0.7815126,568,1,1,0.27272728,0.3137255,1,3,30.166666,8,2,-,1,4,-,0
fr.jayasoft.ivy.extendable.UnmodifiableExtendableItem,10,1,3,4,16,25,3,1,7,0.7222222,130,1,0,0,0.45,0,0,11.4,1,1,-,0,0,-,0
fr.jayasoft.ivy.util.StringUtils,7,1,0,6,25,15,6,0,5,0.5,1207,1,0,0,0.29166666,0,0,171.28572,2,1,-,1,0,-,0
fr.jayasoft.ivy.DefaultModuleDescriptor,56,1,0,33,146,1146,12,23,56,0.85353535,1086,1,5,0,0.07954545,0,0,18.071428,20,1,-,1,7,-,0
fr.jayasoft.ivy.IvyAware,1,1,0,6,1,0,6,1,1,2,1,0,0,0,1,0,0,0,0,0,-,1,0,-,0
fr.jayasoft.ivy.ModuleId,9,1,0,41,17,6,41,0,9,0.59375,148,0.75,0,0,0.4074074,1,1,15,5,1,-,1,2,-,0
fr.jayasoft.ivy.report.ResolveReport,22,1,1,22,72,121,14,9,22,0.877551,469,1,1,0,0.16666667,0,0,20,8,1,-,1,2,-,0
fr.jayasoft.ivy.repository.vfs.IvyWebdavFileProvider,2,6,0,9,9,1,0,9,1,2,27,0,0,0.96153843,0.6666667,1,1,12.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.vfs.VfsRepository,8,2,0,15,52,16,1,0,5,0.6666667,335,1,1,0.7307692,0.46875,1,2,40.5,4,2,-,0,0,-,0
fr.jayasoft.ivy.ResolvedURL,5,1,0,2,17,0,0,2,5,0.5833333,103,0.33333334,0,0,0.46666667,0,0,19,1,1,-,1,0,-,0
fr.jayasoft.ivy.filter.NoFilter,3,1,0,3,4,3,2,1,1,1,14,0,1,0,0.75,0,0,3.3333333,2,1,-,0,0,-,0
fr.jayasoft.ivy.xml.XmlReportParser$SaxXmlReportParser,9,1,0,2,15,14,2,0,4,0.8,73,1,0,0,0.37037036,0,0,6.5555553,-,0,-,-,0,-,0
fr.jayasoft.ivy.util.Configurator$Macro,4,1,0,4,18,0,2,0,4,0.33333334,91,1,1,0,0.5,0,0,21,-,0,-,-,0,-,0
fr.jayasoft.ivy.DefaultArtifact,16,2,0,16,32,86,12,4,16,0.51111114,187,0,1,0.4090909,0.29464287,1,8,10.5,5,1,-,1,2,-,0
fr.jayasoft.ivy.circular.CircularDependencyHelper,4,1,0,6,10,6,4,2,4,2,63,0,0,0,0.33333334,0,0,14.75,1,1,-,0,0,-,0
fr.jayasoft.ivy.matcher.ModuleIdMatcher,3,1,0,4,13,0,1,3,3,0.5,60,1,4,0,0.6666667,0,0,17.666666,1,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.URLLister,2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.6666667,0,0,0,0,0,-,1,0,-,0
fr.jayasoft.ivy.util.FileUtil,12,1,0,17,58,66,12,0,11,1.0909091,347,1,0,0,0.18333334,0,0,27.833334,7,1,-,1,3,-,0
fr.jayasoft.ivy.version.SubVersionMatcher,3,2,0,3,9,3,1,0,3,2,27,0,0,0.7777778,0.8333333,1,1,8,2,1,-,0,0,-,0
fr.jayasoft.ivy.util.Configurator,21,1,0,5,79,58,3,0,18,0.7,948,1,0,0,0.29285714,0,0,43.95238,2,1,-,1,0,-,1
fr.jayasoft.ivy.ant.IvyCachePath,5,6,0,8,28,2,0,8,5,0.625,101,1,0,0.95604396,0.7,1,1,18.8,11,2,-,1,4,-,0
fr.jayasoft.ivy.ant.IvyArtifactProperty,16,4,0,8,37,86,0,8,16,0.85714287,265,1,0,0.80263156,0.359375,2,4,15.125,5,1,-,1,3,-,0
fr.jayasoft.ivy.ant.IvyBuildNumber$NewRevision,5,1,0,1,6,2,1,0,1,0.75,36,1,0,0,0.4,0,0,5.4,-,0,-,-,0,-,0
fr.jayasoft.ivy.ant.IvyFindRevision,12,4,0,7,23,30,0,7,12,0.8,121,1,0,0.8472222,0.7083333,0,0,8.666667,2,1,-,0,0,-,0
fr.jayasoft.ivy.parser.AbstractModuleDescriptorParser,2,1,3,8,5,1,3,5,2,2,15,0,0,0,0.625,0,0,6.5,12,2,-,0,0,-,1
fr.jayasoft.ivy.resolver.ResolverHelper,7,1,0,10,60,21,2,0,6,2,936,0,0,0,0.2857143,0,0,132.71428,8,1,-,1,0,-,1
fr.jayasoft.ivy.circular.CircularDependencyStrategy,2,1,0,9,2,1,8,1,2,2,2,0,0,0,0.75,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.Ivy$1,2,1,0,4,11,1,1,4,1,1,30,0,1,0,0.6666667,0,0,13.5,-,0,-,-,0,-,0
fr.jayasoft.ivy.ModuleDescriptor,23,1,0,63,23,253,55,11,23,1.0454545,25,0,0,0,0.16847827,0,0,0,8,1,-,1,2,-,0
fr.jayasoft.ivy.circular.CircularDependencyException,2,4,0,4,4,0,2,2,2,0,14,1,1,0.9444444,0.75,0,0,5.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.util.CredentialsUtil$CredentialPanel,1,5,0,2,20,0,1,0,0,2,185,0,0,1,1,0,0,181,-,0,-,-,0,-,0
fr.jayasoft.ivy.ant.IvyListModules,16,4,0,7,26,68,0,7,16,0.84761906,172,1,0,0.80263156,0.71875,0,0,9.3125,2,1,-,0,0,-,0
fr.jayasoft.ivy.matcher.ExactOrRegexpPatternMatcher,5,1,0,5,9,8,1,4,3,0.75,29,1,1,0,0.5,0,0,4.6,1,1,-,0,0,-,0
fr.jayasoft.ivy.matcher.GlobPatternMatcher,5,1,0,5,9,8,1,4,3,0.75,29,1,1,0,0.5,0,0,4.6,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.ssh.SshResource,12,1,0,3,24,0,1,3,11,0.3030303,222,1,1,0,0.31666666,0,0,17,1,1,-,0,0,-,0
fr.jayasoft.ivy.LatestStrategy,3,1,0,11,3,3,10,1,3,2,3,0,0,0,0.6666667,0,0,0,1,1,-,1,0,-,0
fr.jayasoft.ivy.repository.vfs.IvyWebdavConnectionManager,16,1,0,10,51,70,2,9,11,0.5,205,1,0,0,0.28125,0,0,11.6875,1,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.AbstractSshBasedResolver,11,5,2,6,28,49,2,0,10,0.8,95,1,0,0.924812,0.4318182,2,2,7.5454545,1,1,-,0,0,-,0
fr.jayasoft.ivy.extendable.ExtendableItem,6,1,0,4,6,15,4,0,6,2,6,0,0,0,0.75,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.IvyRepResolver,27,6,0,14,67,273,1,0,20,0.7307692,483,0.6666667,0,0.82666665,0.14506173,4,6,16.666666,5,1,-,1,0,-,0
fr.jayasoft.ivy.version.AbstractVersionMatcher,9,1,6,11,12,28,6,0,9,0.75,45,1,1,0,0.33333334,0,0,3.7777777,1,1,-,0,0,-,0
fr.jayasoft.ivy.filter.AndFilter,4,1,0,2,6,0,1,1,4,0.33333334,35,1,2,0,0.5,0,0,7.25,1,1,-,0,0,-,0
fr.jayasoft.ivy.ant.IvyPublish,43,4,0,14,103,739,1,14,41,0.9404762,642,1,0,0.592233,0.37209302,3,5,13.4651165,9,1,-,1,5,-,0
fr.jayasoft.ivy.resolver.RepositoryResolver,18,4,5,29,96,85,5,0,12,0.5882353,669,1,1,0.86178863,0.20588236,3,7,36.055557,20,1,-,1,6,-,1
fr.jayasoft.ivy.latest.LatestRevisionStrategy$SpecialMeaning,6,1,0,1,8,3,1,0,6,0.6,42,1,0,0,0.44444445,0,0,5.6666665,-,0,-,-,0,-,0
fr.jayasoft.ivy.xml.XmlModuleDescriptorUpdater$1,12,2,0,8,50,38,2,0,7,0.85314685,831,0.3846154,2,0.60714287,0.19642857,1,2,67.166664,-,0,-,-,0,-,0
fr.jayasoft.ivy.repository.ssh.Scp,16,1,0,7,70,118,2,6,8,0.6666667,1102,0,0,0,0.3203125,0,0,67.8125,1,1,-,0,0,-,0
fr.jayasoft.ivy.namespace.NameSpaceHelper,9,1,0,16,43,36,4,14,9,2,143,0,0,0,0.18181819,0,0,14.888889,8,1,-,0,0,-,0
fr.jayasoft.ivy.url.BasicURLHandler$HttpStatus,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,-,0,-,-,0,-,0
fr.jayasoft.ivy.event.resolve.StartResolveEvent,1,3,0,3,2,0,1,3,1,2,9,0,0,1,1,0,0,7,2,1,-,0,0,-,0
fr.jayasoft.ivy.util.ChecksumHelper,7,1,0,3,33,17,2,0,4,0.6666667,274,1,0,0,0.375,0,0,37.857143,3,1,-,0,0,-,0
fr.jayasoft.ivy.util.Configurator$Element,5,1,0,1,6,2,1,0,5,0.625,27,1,0,0,0.46666667,0,0,4,-,0,-,-,0,-,0
fr.jayasoft.ivy.report.XmlReportOutputter,10,1,0,26,111,45,5,23,9,2,957,0,0,0,0.3,0,0,94.7,17,3,-,1,3,-,0
fr.jayasoft.ivy.IvyNode$NodeConf,5,1,0,1,10,6,1,1,5,0.25,65,1,1,0,0.4,1,1,11.6,-,0,-,-,0,-,0
fr.jayasoft.ivy.ant.IvyCacheTask,3,5,2,13,34,3,2,11,1,2,152,0,0,0.9770115,1,0,0,49.666668,8,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.SshResolver,6,6,0,3,20,15,0,0,6,2,61,0,0,0.9637681,0.8333333,1,1,9.166667,1,1,-,0,0,-,0
fr.jayasoft.ivy.url.HttpClientHandler$1,0,1,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,-,0,-,-,0,-,0
fr.jayasoft.ivy.ant.IvyPublish$PublishArtifact,18,1,0,4,20,143,1,4,18,0.9411765,83,0.75,1,0,0.46296296,0,0,3.3888888,-,0,-,-,0,-,0
fr.jayasoft.ivy.ResolveData,15,1,0,14,20,49,12,4,15,0.7653061,127,1,2,0,0.26,0,0,7,2,1,-,1,1,-,0
fr.jayasoft.ivy.url.IvyAuthenticator,3,2,0,4,18,3,1,0,0,1,53,0,1,0.93333334,1,1,1,16.333334,3,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.ModuleEntry,5,1,0,9,8,0,8,2,5,0.5,30,1,1,0,0.46666667,0,0,4.6,0,0,-,1,0,-,0
fr.jayasoft.ivy.Configuration$Visibility,4,1,0,7,10,2,7,0,2,0.5555556,51,0.33333334,2,0,0.6666667,0,0,11,-,0,-,-,0,-,0
fr.jayasoft.ivy.report.ConfigurationResolveReport,23,1,0,16,74,171,7,12,22,0.82828283,610,1,2,0,0.14782609,0,0,25.130434,7,1,-,1,0,-,0
fr.jayasoft.ivy.xml.XmlModuleDescriptorUpdater,7,1,0,6,33,19,3,0,5,0.6666667,179,0,0,0,0.44444445,0,0,24.428572,15,1,-,1,7,-,1
fr.jayasoft.ivy.ant.PackageMapping,10,1,0,2,12,25,1,1,10,0.8055556,53,1,0,0,0.7,0,0,3.9,1,1,-,1,0,-,0
fr.jayasoft.ivy.repository.AbstractRepository,20,1,5,14,44,112,7,7,10,0.61403507,255,1,1,0,0.17727272,0,0,11.6,4,1,-,1,0,-,1
fr.jayasoft.ivy.ant.IvyBuildNumber$Range,3,1,0,1,4,0,1,0,1,0.5,20,1,0,0,0.44444445,0,0,5,-,0,-,-,0,-,0
fr.jayasoft.ivy.repository.ResourceHelper,2,1,0,4,9,1,1,3,2,2,43,0,0,0,0.5,1,1,20.5,2,1,-,0,0,-,0
fr.jayasoft.ivy.util.Credentials,10,1,0,6,17,31,6,0,10,0.6111111,107,1,0,0,0.4,1,1,9.3,1,1,-,0,0,-,0
fr.jayasoft.ivy.event.Trigger,1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.vfs.IvyWebdavConnectionManager$1,2,2,0,2,4,1,2,2,0,1,14,0,1,0.9166667,0.75,1,1,5.5,-,0,-,-,0,-,0
fr.jayasoft.ivy.util.EncrytedProperties,7,4,0,2,20,21,1,0,7,2,67,0,0,0.9104478,0.5714286,2,2,8.571428,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.sftp.SFTPResource,10,1,0,2,16,23,1,2,9,0.5,88,1,1,0,0.43333334,0,0,7.2,2,1,-,0,0,-,0
fr.jayasoft.ivy.util.Configurator$ObjectDescriptor,16,1,0,2,35,80,1,0,13,0.8833333,332,1,0,0,0.375,0,0,19.25,-,0,-,-,0,-,0
fr.jayasoft.ivy.xml.XmlModuleDescriptorUpdater$2,8,1,0,1,13,26,1,0,7,0.85714287,45,0,0,0,0.35,0,0,4.5,-,0,-,-,0,-,0
fr.jayasoft.ivy.event.IvyEventFilter$1,2,1,0,4,5,0,1,4,1,0.5,22,0,2,0,0.625,0,0,9,-,0,-,-,0,-,0
fr.jayasoft.ivy.repository.ssh.SshCache,11,1,0,11,51,37,4,8,5,0.56666666,349,1,1,0,0.38333333,0,0,30.454546,1,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.MDResolvedResource,2,2,0,8,3,0,5,0,2,0,14,1,1,0.8,0.625,0,0,5.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.event.AbstractTrigger,10,1,2,8,15,29,2,6,8,0.7777778,67,1,1,0,0.65,0,0,5.3,2,1,-,0,0,-,0
fr.jayasoft.ivy.latest.LatestLexicographicStrategy$1,2,1,0,2,9,1,1,1,1,2,61,0,0,0,0.75,0,0,29.5,-,0,-,-,0,-,0
fr.jayasoft.ivy.util.PropertiesFile,2,4,0,2,18,0,1,1,2,0,102,1,0,0.983871,0.6666667,1,1,49,1,1,-,0,0,-,0
fr.jayasoft.ivy.Ivy$ModuleSettings,5,1,0,1,9,0,1,0,4,0.5833333,64,1,0,0,0.6,0,0,11.2,-,0,-,-,0,-,0
fr.jayasoft.ivy.event.download.StartArtifactDownloadEvent,3,3,0,6,9,0,1,5,3,0.8333333,41,0.6666667,2,0.875,0.46666667,0,0,11.666667,1,1,-,0,0,-,0
fr.jayasoft.ivy.ArtifactInfo,2,1,0,15,2,1,15,0,2,2,2,0,0,0,1,0,0,0,0,0,-,1,0,-,0
fr.jayasoft.ivy.repository.TransferEvent,20,2,0,7,29,154,4,4,13,0.96741855,213,0.42857143,2,0.41379312,0.23333333,0,0,8.6,4,1,-,1,0,-,0
fr.jayasoft.ivy.matcher.AnyMatcher,5,1,0,5,6,8,4,1,3,0.75,20,1,1,0,0.5,0,0,2.8,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.vsftp.VsftpRepository$5,2,3,0,2,10,0,1,0,1,0,39,0,1,0.984375,0.75,1,1,18,-,0,-,-,0,-,0
fr.jayasoft.ivy.xml.XmlModuleDescriptorParser,8,2,0,12,29,26,3,0,6,0.71428573,99,1,1,0.14285715,0.23809524,1,1,11.25,32,1,-,1,13,-,1
fr.jayasoft.ivy.filter.ArtifactTypeFilter,2,1,0,3,6,0,1,2,2,0,26,1,0,0,0.6666667,0,0,11.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.latest.AbstractLatestStrategy,7,1,1,5,14,13,1,4,7,0.75,56,1,1,0,0.31428573,0,0,6.714286,1,1,-,1,0,-,0
fr.jayasoft.ivy.report.LogReportOutputter,5,1,0,10,48,10,1,9,4,2,489,0,0,0,0.31428573,0,0,96.8,4,2,-,1,2,-,0
fr.jayasoft.ivy.ant.IvyPostResolveTask,25,4,2,12,51,234,2,10,22,0.875,451,1,1,0.7176471,0.35,1,1,16.6,7,1,-,0,0,-,1
fr.jayasoft.ivy.util.Configurator$MacroDef,12,1,0,7,46,44,3,0,10,0.72727275,283,1,1,0,0.28125,0,0,22.25,-,0,-,-,0,-,0
fr.jayasoft.ivy.filter.Filter,1,1,0,22,1,0,22,0,1,2,1,0,0,0,1,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.namespace.NamespaceRule,9,1,0,4,11,28,3,1,9,0.875,60,1,2,0,0.4814815,0,0,5.2222223,2,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.VsftpResolver,12,5,0,3,25,66,0,0,12,2,67,0,0,0.91791046,0.4722222,1,1,4.5833335,2,1,-,0,0,-,0
fr.jayasoft.ivy.ResolvedModuleRevision,8,1,0,26,8,28,24,3,8,2,8,0,0,0,1,0,0,0,2,1,-,1,1,-,0
fr.jayasoft.ivy.repository.url.URLResource,11,1,0,11,24,17,7,4,10,0.54,107,1,0,0,0.3939394,0,0,8.272727,5,1,-,1,1,-,0
fr.jayasoft.ivy.ArtifactOrigin,3,1,0,11,4,0,11,0,3,0.5,20,1,0,0,0.5555556,0,0,5,1,1,-,0,0,-,0
fr.jayasoft.ivy.url.HttpClientHandler$HttpClientHelper,2,1,0,4,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,-,0,-,-,0,-,0
fr.jayasoft.ivy.util.IvyPattern,3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.6666667,0,0,3.3333333,0,0,-,1,0,-,0
fr.jayasoft.ivy.url.HttpClientHandler$HttpClientHelper3x,4,1,0,4,6,6,1,0,2,2,15,0,0,0,0.5,0,0,2.75,-,0,-,-,0,-,0
fr.jayasoft.ivy.url.URLHandler$URLInfo,4,1,0,6,5,0,6,0,3,0.6666667,28,1,0,0,0.5,0,0,5.25,-,0,-,-,0,-,0
fr.jayasoft.ivy.matcher.GlobPatternMatcher$GlobMatcher,3,1,0,7,12,1,1,6,3,0.5,42,1,0,0,0.8333333,0,0,12.666667,-,0,-,-,0,-,0
fr.jayasoft.ivy.resolver.OrganisationEntry,3,1,0,10,4,0,10,1,3,0.5,20,1,1,0,0.5555556,0,0,5,0,0,-,1,0,-,0
fr.jayasoft.ivy.event.download.NeedArtifactEvent,2,3,0,5,5,0,1,4,2,1,22,0.5,1,0.93333334,0.625,0,0,9,1,1,-,0,0,-,0
fr.jayasoft.ivy.util.DefaultMessageImpl,6,1,0,2,9,9,1,0,6,0.4,40,1,0,0,0.6666667,0,0,5.5,1,1,-,1,1,-,0
fr.jayasoft.ivy.resolver.ResourceMDParser,1,1,0,8,1,0,6,0,1,2,1,0,0,0,1,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.ArtifactRevisionId,13,2,0,10,33,52,6,4,13,0.33333334,206,1,2,0.45,0.2820513,1,1,14.692307,2,1,-,1,0,-,0
fr.jayasoft.ivy.matcher.PatternMatcher,2,1,0,24,2,1,23,1,2,2,7,0,0,0,0.75,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.circular.AbstractCircularDependencyStrategy,3,1,3,4,4,1,3,1,2,0,16,1,0,0,0.6666667,0,0,4,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.vsftp.VsftpRepository$2,2,1,0,1,22,0,1,0,1,0,193,0,1,0,0.5833333,0,0,93,-,0,-,-,0,-,0
fr.jayasoft.ivy.repository.file.FileRepository,10,2,0,7,30,25,2,6,8,0.5185185,189,1,1,0.7037037,0.55,1,2,17.6,3,1,-,1,1,-,0
fr.jayasoft.ivy.extendable.ExtendableItemHelper,4,1,0,3,21,6,2,1,4,2,97,0,0,0,0.4,0,0,23.25,2,1,-,0,0,-,0
fr.jayasoft.ivy.resolver.HasLatestStrategy,3,1,0,3,3,3,2,0,3,2,3,0,0,0,0.6666667,0,0,0,1,1,-,0,0,-,0
fr.jayasoft.ivy.DependencyArtifactDescriptor,8,1,0,10,8,28,8,3,8,2,8,0,0,0,1,0,0,0,2,1,-,1,1,-,0
fr.jayasoft.ivy.repository.ssh.AbstractSshBasedRepository,19,2,2,7,45,129,3,4,15,0.8174603,311,1,0,0.5135135,0.31578946,0,0,15,2,1,-,0,0,-,0
fr.jayasoft.ivy.report.DownloadReport,5,1,0,14,21,0,11,3,5,0,75,1,0,0,0.4,0,0,13.8,0,0,-,1,0,-,0
fr.jayasoft.ivy.License,3,1,0,4,4,0,4,0,3,0.5,20,1,0,0,0.6666667,0,0,5,0,0,-,1,0,-,0
fr.jayasoft.ivy.url.BasicURLHandler,5,2,0,8,40,10,2,0,5,2,338,0,0,0.6,0.48,1,3,66.6,7,1,-,1,2,-,0
fr.jayasoft.ivy.util.Configurator$MacroRecord,6,1,0,3,11,1,3,0,6,0.53333336,53,1,0,0,0.75,0,0,7.3333335,-,0,-,-,0,-,0
fr.jayasoft.ivy.conflict.RegexpConflictManager,8,2,0,5,32,20,0,5,4,0.5,222,1,0,0.41666666,0.4,0,0,26.5,2,1,-,0,0,-,0
fr.jayasoft.ivy.ant.IvyDeliver,27,4,0,14,69,273,2,13,22,0.90909094,436,1,0,0.7011494,0.2962963,1,2,14.740741,8,1,-,1,4,-,0
fr.jayasoft.ivy.latest.LatestTimeStrategy$1,2,1,0,2,6,1,1,1,1,2,23,0,0,0,0.75,0,0,10.5,-,0,-,-,0,-,0
fr.jayasoft.ivy.resolver.ResolvedResource,5,1,1,11,11,0,9,0,5,0.375,41,1,1,0,0.46666667,0,0,6.8,1,1,-,1,0,-,0
fr.jayasoft.ivy.util.IvyThread,10,2,3,5,21,0,4,0,9,0,83,1,1,0.96825397,0.5,0,0,7.2,1,1,-,0,0,-,0
fr.jayasoft.ivy.parser.ModuleDescriptorParserRegistry,9,2,0,11,28,22,4,8,7,0.5,127,1,1,0.125,0.25,1,1,12.888889,5,1,-,0,0,-,0
fr.jayasoft.ivy.conflict.StrictConflictManager,2,2,0,5,16,1,1,4,2,2,60,0,0,0.8333333,0.6666667,0,0,29,1,1,-,0,0,-,0
fr.jayasoft.ivy.repository.url.URLRepository,5,2,0,9,39,4,2,7,5,0.6666667,228,1,2,0.82608694,0.6,1,1,44,2,1,-,1,1,-,0
fr.jayasoft.ivy.repository.TransferListener,1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,-,1,0,-,0
fr.jayasoft.ivy.ant.IvyConfigure$1,2,4,0,4,16,1,1,4,1,1,59,0,1,0.98571426,0.75,2,2,28,-,0,-,-,0,-,0
fr.jayasoft.ivy.event.resolve.EndResolveDependencyEvent,2,3,0,8,7,0,1,7,2,1,37,0.5,1,0.93333334,0.6,0,0,16.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.IvyNode$ModuleIdConf,5,1,0,2,10,6,1,1,5,0.25,65,1,1,0,0.4,1,1,11.6,-,0,-,-,0,-,0
fr.jayasoft.ivy.ant.IvyExtractFromSources,17,4,0,15,78,84,0,15,15,0.8515625,413,1,0,0.7922078,0.25490198,1,1,22.82353,1,1,-,1,0,-,0
fr.jayasoft.ivy.matcher.RegexpPatternMatcher,6,1,0,6,11,13,2,4,4,0.8,42,1,1,0,0.6,0,0,5.8333335,1,1,-,0,0,-,0
fr.jayasoft.ivy.report.ArtifactDownloadReport,11,1,0,15,15,29,12,3,11,0.825,57,1,3,0,0.27272728,0,0,3.8181818,1,1,-,1,1,-,0
fr.jayasoft.ivy.util.CredentialsUtil,3,1,0,5,31,3,1,0,3,2,223,0,0,0,0.5555556,0,0,73.333336,1,1,-,0,0,-,0
fr.jayasoft.ivy.ant.IvyCacheFileset,5,6,0,8,31,4,0,8,5,0.5,108,1,0,0.95604396,0.46666667,1,1,20.4,9,1,-,0,0,-,0
fr.jayasoft.ivy.version.VersionRangeMatcher$MRIDArtifactInfo,3,1,0,4,5,1,1,0,3,0.75,20,0.5,2,0,0.5555556,0,0,5,-,0,-,-,0,-,0
fr.jayasoft.ivy.version.LatestVersionMatcher,5,2,0,5,14,10,1,0,5,2,43,0,0,0.6363636,0.6666667,2,2,7.6,3,1,-,0,0,-,0
fr.jayasoft.ivy.IvyNode,103,1,0,47,260,4423,21,33,71,0.90331304,3559,1,6,0,0.09803922,1,1,33.271843,53,1,-,1,25,-,0
fr.jayasoft.ivy.circular.IgnoreCircularDependencyStrategy,4,2,0,6,10,4,1,5,2,0.6666667,27,1,1,0.5,0.5,0,0,5.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.version.ChainVersionMatcher,7,2,0,5,18,0,1,0,7,0,125,1,0,0.53846157,0.4642857,1,1,16.714285,2,1,-,0,0,-,1
fr.jayasoft.ivy.url.AbstractURLHandler,7,1,2,4,13,21,2,0,7,2,43,0,0,0,0.7619048,0,0,5.142857,1,1,-,0,0,-,0
fr.jayasoft.ivy.DependencyResolver,13,1,0,28,13,78,24,9,13,2,13,0,0,0,0.18589744,0,0,0,3,1,-,1,1,-,0
fr.jayasoft.ivy.DefaultDependencyArtifactDescriptor,15,1,0,8,36,35,2,6,15,0.6666667,214,1,3,0,0.25,1,1,12.866667,4,1,-,1,3,-,0
fr.jayasoft.ivy.repository.ssh.Scp$FileInfo,7,1,0,2,8,15,2,1,7,0.875,38,0.75,1,0,0.39285713,0,0,3.857143,-,0,-,-,0,-,0
fr.jayasoft.ivy.conflict.NoConflictManager,2,2,0,3,4,1,1,2,2,2,10,0,0,0.8333333,0.6666667,0,0,4,0,0,-,1,0,-,0
fr.jayasoft.ivy.repository.vfs.IvyWebdavClientFactory,2,1,0,9,12,1,1,8,1,2,59,0,0,0,0.5,0,0,28.5,1,1,-,0,0,-,0
fr.jayasoft.ivy.url.CredentialsStore,4,1,0,6,17,0,4,0,2,0.6666667,58,0.5,1,0,0.8333333,0,0,13,3,1,-,0,0,-,0
fr.jayasoft.ivy.tools.analyser.JarModuleFinder,3,1,0,8,20,1,2,0,3,0,155,1,0,0,0.44444445,0,0,50,1,1,-,0,0,-,0
fr.jayasoft.ivy.latest.LatestRevisionStrategy$1,3,1,0,2,21,1,1,2,1,0.5,235,0,1,0,0.5,0,0,77,-,0,-,-,0,-,0
