name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,ADD,DEL,CADD,CDEL,bugs
org.apache.synapse.mediators.builtin.RMSequenceMediator,17,2,0,14,58,100,2,12,11,0.90625,444,1,2,0.4642857,0.3,0,0,24.647058,5,1,57,1,1,-,2
org.apache.synapse.mediators.builtin.CacheMediator,25,2,0,26,87,168,2,24,22,0.8541667,753,1,1,0.35135135,0.188,0,0,28.64,10,2,500,1,0,-,2
org.apache.synapse.mediators.transform.FaultMediator,28,2,0,31,106,216,2,29,20,0.8774929,828,0.6923077,3,0.325,0.20357142,0,0,28.107143,9,2,256,1,2,-,3
org.apache.synapse.endpoints.utils.EndpointDefinition,43,1,0,18,44,781,18,0,43,0.95351475,274,1,0,0,0.29767442,0,0,4.883721,8,3,266,1,1,-,0
org.apache.synapse.config.xml.SwitchMediatorSerializer,3,2,0,13,27,3,0,13,3,2,128,0,0,0.75,0.5555556,0,0,41.666668,2,2,20,1,0,-,0
org.apache.synapse.mediators.GetPropertyFunction,7,1,0,13,50,0,1,12,5,0.625,488,0.75,1,0,0.27083334,0,0,68.14286,5,3,79,1,0,-,2
org.apache.synapse.config.xml.endpoints.utils.WSDL20EndpointBuilder,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,1,1,2,1,0,-,0
org.apache.synapse.mediators.eip.aggregator.Aggregate,22,2,0,4,44,135,1,4,20,0.8787879,388,1,1,0.13043478,0.2010582,0,0,16.136364,6,2,354,1,2,-,1
org.apache.synapse.util.TemporaryData$OutputStreamImpl,6,2,0,1,14,7,1,1,5,0.3,146,0.5,1,0.5,0.45833334,1,1,23,-,0,-,-,0,-,0
org.apache.synapse.config.xml.DropMediatorSerializer,3,2,0,7,13,3,0,7,3,2,41,0,0,0.75,0.5555556,0,0,12.666667,1,1,7,1,0,-,0
org.apache.synapse.config.xml.MediatorSerializerFinder,7,1,0,9,28,0,3,6,3,0.5416667,265,1,1,0,0.33333334,0,0,36.285713,3,2,17,1,0,-,2
org.apache.synapse.config.xml.FaultMediatorSerializer,3,2,0,11,32,3,0,11,3,1.5,232,1,0,0.75,0.5555556,0,0,75.333336,5,2,55,1,1,-,2
org.apache.synapse.config.xml.FilterMediatorFactory,4,3,0,11,29,2,0,11,3,0.6666667,212,1,0,0.6666667,0.6666667,0,0,51.25,4,1,128,1,0,-,0
org.apache.synapse.core.axis2.ProxyServiceMessageReceiver,8,2,0,21,64,0,1,21,4,0.53571427,570,1,1,0.33333334,0.4047619,1,2,69.75,4,2,67,1,2,-,0
org.apache.synapse.endpoints.SALoadbalanceEndpoint,17,1,0,23,77,34,4,19,15,0.84821427,673,0.71428573,6,0,0.2421875,0,0,37.764706,4,3,481,1,1,-,0
org.apache.synapse.endpoints.algorithms.RoundRobin,4,1,0,9,14,0,3,6,3,0.5,89,1,0,0,0.5833333,0,0,20.75,4,2,43,1,0,-,3
org.apache.synapse.endpoints.LoadbalanceEndpoint,15,1,0,18,52,37,3,15,14,0.75,271,1,4,0,0.25510204,0,0,16.533333,7,3,131,1,1,-,1
org.apache.synapse.mediators.builtin.DropMediator,2,2,0,11,16,1,5,6,2,2,50,0,0,0.9285714,0.75,0,0,24,0,0,-,1,0,-,1
org.apache.synapse.mediators.annotations.UpdateMessage,1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,35,0,0,-,0
org.apache.synapse.config.xml.XMLConfigConstants,2,1,0,4,5,1,4,0,1,1.6896552,88,0,0,0,1,0,0,28.5,1,1,4,1,0,-,2
org.apache.synapse.ManagedLifecycle,2,1,0,11,2,1,10,1,2,2,2,0,0,0,0.75,0,0,0,1,1,8,1,0,-,0
org.apache.synapse.endpoints.DefaultEndpoint,15,2,1,14,53,61,3,11,11,0.8,307,1,2,0.2777778,0.33333334,1,1,19.133333,2,1,258,0,0,-,0
org.apache.synapse.mediators.builtin.ValidateMediator$MyErrorHandler,8,2,0,2,9,2,1,2,6,0.52380955,52,0.6666667,1,0.73913044,0.375,0,0,5.125,-,0,-,-,0,-,0
org.apache.synapse.mediators.FilterMediator,1,1,0,5,1,0,3,2,1,2,1,0,0,0,1,0,0,0,0,0,-,1,0,-,0
org.apache.synapse.config.xml.DropMediatorFactory,4,2,0,4,8,4,0,4,3,0.6666667,27,1,0,0.6,0.6666667,0,0,5.5,1,1,5,1,0,-,0
org.apache.synapse.mediators.eip.splitter.IterateMediator,15,2,0,21,53,27,2,19,14,0.7285714,357,1,3,0.4814815,0.19259259,0,0,22.466667,5,2,264,1,0,-,1
org.apache.synapse.config.xml.RMSequenceMediatorSerializer,3,2,0,10,21,3,0,10,3,2,107,0,0,0.75,0.5555556,0,0,34.666668,2,2,18,1,0,-,0
org.apache.synapse.registry.url.SimpleURLRegistry,15,2,0,12,73,67,0,12,11,0.7619048,609,1,0,0.2777778,0.2767857,2,3,39.4,3,2,170,1,0,-,0
org.apache.synapse.startup.quartz.SimpleQuartzJob,5,1,0,12,31,0,0,12,2,1,132,0.25,0,0,0.5,0,0,24.6,0,0,-,1,0,-,0
org.apache.synapse.core.axis2.SynapseInitializationModule,8,1,0,27,64,20,0,27,6,0.78571427,313,1,1,0,0.33333334,0,0,37.875,5,2,111,1,1,-,1
org.apache.synapse.config.xml.HeaderMediatorSerializer,3,2,0,10,25,3,0,10,3,2,139,0,0,0.75,0.5555556,0,0,45.333332,2,2,20,1,0,-,0
org.apache.synapse.core.axis2.Axis2SynapseEnvironment,14,1,0,30,69,51,1,29,12,0.82051283,511,1,2,0,0.1923077,0,0,35.07143,5,2,73,1,3,-,1
org.apache.synapse.mediators.builtin.ValidateMediator$1,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,-,0,-,-,0,-,0
org.apache.synapse.config.xml.CalloutMediatorFactory,4,2,0,8,25,2,0,8,3,0.6666667,218,1,0,0.6,0.6666667,0,0,51.5,6,3,180,0,0,-,0
org.apache.synapse.core.axis2.SOAPUtils,5,1,0,22,66,4,2,20,4,0.25,493,1,0,0,0.41666666,0,0,96.8,3,3,40,1,0,-,1
org.apache.synapse.config.xml.ProxyServiceFactory,5,1,0,14,67,0,1,13,2,0.25,695,1,0,0,0.3125,0,0,137.8,11,4,265,1,4,-,0
org.apache.synapse.SynapseConstants,2,1,0,14,6,1,11,3,1,1.9777777,106,0,0,0,1,0,0,7,13,4,86,1,3,-,4
org.apache.synapse.config.xml.SequenceMediatorFactory,5,3,0,12,19,6,4,8,4,0.75,159,1,0,0.5714286,0.75,0,0,30.6,1,1,7,1,0,-,0
org.apache.synapse.config.xml.PropertyMediatorFactory,4,2,0,10,22,4,0,10,3,0.6666667,174,1,0,0.6,0.6666667,0,0,42,3,1,15,1,0,-,0
org.apache.synapse.mediators.annotations.Execute,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,32,0,0,-,0
org.apache.synapse.config.xml.TargetFactory,4,1,0,12,25,2,2,10,2,0.5,145,1,0,0,0.33333334,0,0,34.75,5,4,13,1,1,-,0
org.apache.synapse.util.TextFileDataSource,12,2,0,15,28,54,1,14,12,0.59090906,117,1,1,0.47619048,0.21875,1,3,8.583333,6,2,202,1,5,-,0
org.apache.synapse.util.PayloadHelper,23,1,0,18,70,143,2,17,22,0.8787879,537,0,0,0,0.18181819,0,0,21.956522,0,0,-,1,0,-,0
org.apache.synapse.config.xml.PropertyMediatorSerializer,3,2,0,10,21,3,0,10,3,2,110,0,0,0.75,0.5555556,0,0,35.666668,1,1,4,1,0,-,0
org.apache.synapse.config.xml.SynapseXPathFactory,4,1,0,24,17,0,15,9,2,0.33333334,59,1,0,0,0.33333334,0,0,13.5,5,1,132,0,0,-,0
org.apache.synapse.config.xml.endpoints.EndpointSerializer,8,1,6,28,44,26,10,23,3,0.9285714,342,1,0,0,0.37142858,0,0,41.5,6,1,268,1,1,-,1
org.apache.synapse.config.xml.SwitchMediatorFactory,4,2,0,13,27,2,0,13,3,0.6666667,167,1,0,0.6,0.6666667,0,0,40,4,2,19,1,0,-,0
org.apache.synapse.core.axis2.CustomWSDLLocator,7,1,0,5,11,13,2,3,7,0.76666665,68,1,2,0,0.4,0,0,8,3,2,12,0,0,-,2
org.apache.synapse.config.xml.CloneMediatorFactory,4,2,0,7,19,2,0,7,3,0.6666667,66,1,0,0.6,0.6666667,0,0,14.75,1,1,18,1,0,-,0
org.apache.synapse.config.xml.SendMediatorSerializer,3,2,0,9,15,3,0,9,3,2,50,0,0,0.75,0.5555556,0,0,15.666667,3,3,57,1,1,-,0
org.apache.synapse.endpoints.EndpointContext,12,1,0,12,37,2,5,7,8,0.77272725,319,1,0,0,0.25974026,0,0,24.75,2,2,297,0,0,-,1
org.apache.synapse.util.xpath.SynapseXPathFunctionContext,2,1,0,6,7,0,1,5,2,0,36,1,1,0,0.625,0,0,16,2,2,139,0,0,-,0
org.apache.synapse.config.xml.AbstractMediatorSerializer,8,1,18,34,36,22,18,16,0,0.7714286,181,1,0,0,0.3469388,0,0,21,4,1,32,1,1,-,0
org.apache.synapse.config.xml.AnonymousListMediator,2,3,0,8,4,1,6,2,2,2,9,0,0,0.95652175,0.75,0,0,3.5,0,0,-,1,0,-,0
org.apache.synapse.core.axis2.SynapseAxisServlet,4,4,0,7,16,4,0,7,3,1,48,1,0,0.96428573,0.5555556,1,6,10.75,2,2,37,1,2,-,1
org.apache.synapse.registry.Registry,12,1,0,10,12,66,7,3,12,2,12,0,0,0,0.2857143,0,0,0,2,2,57,1,0,-,0
org.apache.synapse.config.xml.endpoints.LoadbalanceEndpointSerializer,2,2,0,13,16,1,1,13,1,2,88,0,0,0.85714287,0.75,1,2,43,3,1,48,1,1,-,1
org.apache.synapse.statistics.impl.EndPointStatisticsStack$EndPointStatistics,9,1,0,1,13,10,1,1,3,0.8333333,106,0.8333333,1,0,0.25396827,1,1,10.111111,-,0,-,-,0,-,0
org.apache.synapse.mediators.MediatorWorker,5,1,0,7,18,0,1,6,3,0.5,153,1,2,0,0.5,0,0,28.8,1,1,4,1,0,-,0
org.apache.synapse.core.axis2.ProxyService,67,1,0,44,172,1931,9,37,60,0.95210165,1449,0.9677419,5,0,0.10909091,0,0,20.164179,15,4,604,1,4,-,3
org.apache.synapse.mediators.AbstractMediator,15,1,18,23,33,7,18,5,5,0.47619048,229,1,0,0,0.3809524,0,0,14.066667,0,0,-,1,0,-,4
org.apache.synapse.endpoints.IndirectEndpoint,15,2,0,15,42,27,6,9,12,0.72619045,326,0.8333333,1,0.2777778,0.4,1,1,20.333334,3,2,143,1,1,-,0
org.apache.synapse.config.xml.CacheMediatorSerializer,3,2,0,11,31,3,0,11,3,2,225,0,0,0.75,0.5555556,0,0,74,7,2,110,1,0,-,0
org.apache.synapse.mediators.db.DBReportMediator,2,3,0,5,18,1,2,3,1,2,106,0,0,0.962963,0.6666667,2,5,52,1,1,11,1,0,-,1
org.apache.synapse.util.ClasspathURLStreamHandler$URLConnectionImpl,4,2,0,2,17,6,1,1,4,2,47,0,0,0.9444444,0.625,1,2,10.75,-,0,-,-,0,-,0
org.apache.synapse.core.axis2.DynamicAxisOperation$DynamicOperationClient,6,2,0,31,72,5,1,31,4,1,343,0,1,0.7368421,0.2777778,1,3,56,-,0,-,-,0,-,0
org.apache.synapse.Startup,3,1,0,11,3,3,10,1,3,2,3,0,0,0,0.6666667,0,0,0,1,1,2,1,0,-,0
org.apache.synapse.MessageContext,52,1,0,78,52,1326,72,10,52,2,52,0,0,0,0.12660256,0,0,0,4,2,92,1,0,-,0
org.apache.synapse.mediators.MediatorProperty,9,1,0,10,12,26,8,2,8,0.9285714,70,0.42857143,1,0,0.375,0,0,6,4,1,17,1,0,-,0
org.apache.synapse.config.xml.SynapseMediatorFactory,4,3,0,5,9,4,0,5,3,0.6666667,30,1,0,0.6666667,0.6666667,0,0,6.25,0,0,-,1,0,-,0
org.apache.synapse.config.xml.AbstractListMediatorFactory,2,2,7,14,15,1,7,7,1,2,46,0,0,0.75,0.5,0,0,22,0,0,-,1,0,-,0
org.apache.synapse.config.xml.AnonymousListMediatorFactory,2,3,0,6,5,1,2,4,2,2,14,0,0,0.8,0.5,0,0,6,0,0,-,1,0,-,0
org.apache.synapse.core.axis2.SynapseCallbackReceiver,6,1,0,34,105,0,2,32,3,0.5,620,1,0,0,0.37142858,0,0,102,14,4,79,1,3,-,1
org.apache.synapse.util.AXIOMUtils,2,1,0,6,6,1,2,4,1,2,21,0,0,0,0.5,0,0,9.5,1,1,52,0,0,-,0
org.apache.synapse.config.xml.AbstractMediatorFactory,5,1,19,26,18,10,19,7,0,1,154,1,0,0,0.45,0,0,26.8,2,2,4,1,0,-,0
org.apache.synapse.config.xml.StartupSerializer,1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,0,0,-,1,0,-,0
org.apache.synapse.config.xml.endpoints.DefaultEndpointSerializer,4,2,1,13,21,0,1,12,2,2,178,0,0,0.6666667,0.5,2,3,43.5,2,1,92,0,0,-,0
org.apache.synapse.config.xml.endpoints.XMLToEndpointMapper,4,1,0,7,7,4,1,6,2,0.6666667,30,1,1,0,0.5,0,0,6.25,2,2,5,1,1,-,0
org.apache.synapse.mediators.filters.FilterMediator,17,3,0,11,39,52,2,9,17,0.79464287,535,1,3,0.57894737,0.2184874,1,3,30.058823,5,1,145,1,0,-,1
org.apache.synapse.core.axis2.SynapseMustUnderstandHandler,2,2,0,8,14,1,0,8,2,2,46,0,0,0.875,0.75,0,0,22,0,0,-,1,0,-,0
org.apache.synapse.config.xml.DBReportMediatorFactory,4,3,0,5,9,4,0,5,3,0.6666667,31,1,0,0.8181818,0.6666667,0,0,6.5,2,2,45,1,0,-,0
org.apache.synapse.config.xml.HeaderMediatorFactory,4,2,0,11,29,2,0,11,3,0.6666667,191,1,0,0.6,0.6666667,0,0,46.25,5,3,37,1,0,-,0
org.apache.synapse.ServerManager,25,1,0,32,86,174,11,21,22,0.8680556,740,1,2,0,0.33333334,0,0,28.12,11,4,499,1,0,-,3
org.apache.synapse.config.xml.InMediatorSerializer,3,3,0,7,15,3,0,7,3,2,46,0,0,0.7777778,0.5555556,0,0,14.333333,1,1,7,1,0,-,0
org.apache.synapse.config.xml.ResourceMapFactory,4,1,0,7,16,4,1,6,2,0.33333334,76,1,0,0,0.33333334,0,0,17.75,1,1,72,0,0,-,1
org.apache.synapse.core.axis2.Axis2Sender,5,1,0,22,45,8,2,20,3,0.25,165,1,0,0,0.3,0,0,31.8,3,2,52,1,1,-,2
org.apache.synapse.statistics.impl.SequenceStatisticsStack,6,1,0,6,22,0,4,3,5,0,154,1,0,0,0.5,0,0,24.5,1,1,2,1,0,-,0
org.apache.synapse.config.xml.ResourceMapSerializer,3,1,0,9,15,1,1,8,2,0.5,50,1,0,0,0.5,0,0,15.333333,2,2,58,0,0,-,1
org.apache.synapse.util.xpath.SynapseXPath,6,3,0,71,45,13,50,21,3,0.9,219,1,0,0.87096775,0.36666667,2,5,35.166668,5,2,450,0,0,-,1
org.apache.synapse.config.xml.OMElementUtils,4,1,0,13,21,4,4,9,3,0.6666667,132,1,0,0,0.4,0,0,31.75,5,3,129,1,0,-,0
org.apache.synapse.config.xml.endpoints.FailoverEndpointFactory,4,2,0,4,13,4,1,4,1,0.6666667,51,1,1,0.8181818,0.44444445,1,1,11.5,6,2,86,1,1,-,0
org.apache.synapse.util.RMIRegistryController,6,1,0,5,17,5,2,3,3,0.7,76,0.75,1,0,0.3,0,0,11,4,3,80,0,0,-,0
org.apache.synapse.config.xml.endpoints.FailoverEndpointSerializer,2,2,0,11,14,1,1,11,1,2,63,0,0,0.85714287,0.75,1,2,30.5,3,1,28,1,1,-,0
org.apache.synapse.mediators.annotations.Namespaces,1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,2,1,61,0,0,-,0
org.apache.synapse.mediators.base.SequenceMediator,16,3,0,34,52,60,24,12,16,0.82857144,428,1,0,0.5945946,0.25,1,4,25.3125,3,3,35,1,0,-,2
org.apache.synapse.config.xml.SequenceMediatorSerializer,4,3,0,12,24,4,4,8,4,2,188,0,0,0.7,0.5,0,0,46,1,1,16,1,0,-,0
org.apache.synapse.config.xml.endpoints.AddressEndpointSerializer,3,3,0,13,17,1,1,12,2,2,82,0,0,0.8181818,0.5555556,2,7,26.333334,12,2,314,1,3,-,0
org.apache.synapse.mediators.db.DBLookupMediator,2,3,0,5,30,1,3,3,1,2,183,0,0,0.962963,0.6666667,2,5,90.5,1,1,9,1,0,-,1
org.apache.synapse.mediators.transform.XSLTMediator$1,4,1,0,2,13,0,1,2,3,0.44444445,64,0,1,0,0.5625,0,0,14.25,-,0,-,-,0,-,0
org.apache.synapse.mediators.db.Statement$Parameter,4,1,0,5,10,0,3,3,3,0.75,178,0,2,0,0.4375,0,0,42.5,-,0,-,-,0,-,0
org.apache.synapse.metrics.GlobalRequestCountHandler,2,2,0,6,9,1,0,6,2,2,20,0,0,0.875,0.75,0,0,9,0,0,-,1,0,-,0
org.apache.synapse.util.concurrent.SynapseThreadFactory,2,1,0,1,13,0,1,0,2,0,57,0,0,0,0.625,0,0,26,1,1,4,1,0,-,0
org.apache.synapse.core.SynapseEnvironment,10,1,0,33,10,45,30,5,10,2,10,0,0,0,0.28333333,0,0,0,2,2,16,1,1,-,0
org.apache.synapse.core.axis2.TimeoutHandler,5,2,0,7,33,2,1,6,2,0.55,207,1,0,0.5,0.625,0,0,39.4,2,2,7,1,0,-,0
org.apache.synapse.config.xml.POJOCommandMediatorSerializer,4,2,0,10,31,6,0,10,3,2,456,0,0,0.6666667,0.4,0,0,113,7,2,231,1,1,-,0
org.apache.synapse.util.SimpleMap,22,1,0,2,22,231,2,0,22,2,22,0,0,0,0.20454545,0,0,0,0,0,-,1,0,-,0
org.apache.synapse.endpoints.Endpoint,7,1,0,48,7,21,48,1,7,2,7,0,0,0,0.42857143,0,0,0,2,2,30,1,0,-,1
org.apache.synapse.config.xml.RegistryFactory,6,1,0,7,28,5,1,6,2,0.55,163,0.25,0,0,0.3,0,0,25.5,1,1,9,1,0,-,0
org.apache.synapse.startup.quartz.SimpleQuartz,17,2,0,17,62,88,2,16,16,0.8888889,329,0.8888889,0,0.11764706,0.20535715,0,0,17.82353,5,3,66,1,0,-,0
org.apache.synapse.util.ClasspathURLStreamHandler,2,2,0,2,4,1,1,1,2,2,10,0,0,0.9230769,0.75,0,0,4,2,2,75,0,0,-,0
org.apache.synapse.config.xml.XMLConfigurationSerializer,3,1,0,5,8,1,0,5,2,0.5,21,1,0,0,0.5,0,0,5.6666665,2,2,14,1,1,-,0
org.apache.synapse.core.axis2.Axis2MessageContext,61,1,0,46,136,378,25,21,61,0.88166666,776,1,2,0,0.11124122,0,0,11.557377,10,3,446,1,0,-,1
org.apache.synapse.mediators.filters.InMediator,3,3,0,7,16,3,2,5,3,2,74,0,0,0.9166667,0.8333333,1,2,23.666666,0,0,-,1,0,-,1
org.apache.synapse.registry.RegistryEntry,8,1,0,4,8,28,4,0,8,2,8,0,0,0,1,0,0,0,0,0,-,1,0,-,0
org.apache.synapse.endpoints.algorithms.LoadbalanceAlgorithm,2,1,0,11,2,1,8,3,2,2,2,0,0,0,0.8333333,0,0,0,2,1,6,1,0,-,1
org.apache.synapse.core.axis2.AnonymousServiceFactory,6,1,0,17,32,11,1,16,2,1.0444444,242,0.7777778,1,0,0.33333334,0,0,37.833332,2,1,17,1,1,-,1
org.apache.synapse.registry.RegistryEntryImpl,18,1,0,2,28,87,1,1,18,0.85294116,200,1,0,0,0.3611111,0,0,9.666667,1,1,0,0,0,-,0
org.apache.synapse.config.xml.XSLTMediatorFactory,4,2,0,9,27,4,0,9,3,0.6666667,150,1,0,0.6,0.6666667,0,0,36.25,6,3,27,1,0,-,1
org.apache.synapse.util.POXUtils,3,1,0,12,29,1,1,11,2,0.5,143,1,0,0,0.5,0,0,46.333332,1,1,0,0,0,-,0
org.apache.synapse.mediators.builtin.SendMediator,4,2,0,18,38,0,2,16,4,0,268,1,1,0.8125,0.5,0,0,65.75,4,3,230,1,0,-,2
org.apache.synapse.startup.tasks.MessageInjector,7,1,0,9,22,5,0,9,7,0.7,114,1,1,0,0.39285713,0,0,14.571428,0,0,-,1,0,-,0
org.apache.synapse.statistics.StatisticsStack,4,1,0,7,4,6,6,1,4,2,4,0,0,0,0.7,0,0,0,0,0,-,1,0,-,0
org.apache.synapse.core.axis2.MessageContextCreatorForAxis2,5,1,0,12,10,0,3,9,4,0.5833333,46,1,2,0,0.25,0,0,7.6,0,0,-,1,0,-,0
org.apache.synapse.mediators.ext.ClassMediator,8,2,0,10,29,0,2,8,8,0.5,167,1,1,0.65,0.27083334,0,0,19.625,1,1,18,1,0,-,1
org.apache.synapse.config.xml.XMLConfigurationBuilder,3,1,0,8,11,1,2,6,2,0.5,26,1,0,0,0.5,0,0,7.3333335,0,0,-,1,0,-,0
org.apache.synapse.core.axis2.Axis2FlexibleMEPClient,9,1,0,38,102,30,1,37,3,0.625,620,1,0,0,0.19642857,0,0,67.77778,9,2,95,1,3,-,9
org.apache.synapse.Command,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,4,1,0,-,0
org.apache.synapse.metrics.Counter,3,1,0,2,4,0,2,0,3,0,20,1,0,0,1,0,0,5.3333335,0,0,-,1,0,-,0
org.apache.synapse.config.xml.EntrySerializer,4,1,0,13,22,2,1,12,2,0.5833333,126,1,0,0,0.33333334,0,0,29.5,1,1,3,1,0,-,0
org.apache.synapse.startup.AbstractStartup,3,1,1,2,4,0,1,1,3,0,17,1,0,0,0.6666667,0,0,4.3333335,0,0,-,1,0,-,0
