name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,ADD,DEL,CADD,CDEL,bugs
gnu.regexp.RETokenLookAhead,2,2,0,6,8,0,1,6,0,0,69,0,1,0.875,0.571428571,1,1,32.5,7,3.5,69,0,69,0,0
gnu.regexp.RESyntax,9,1,0,4,18,0,4,1,8,1.015957447,361,0.106382979,16,0,0.40625,0,0,33.88888889,2,1,361,0,361,0,0
org.gjt.sp.jedit.search.AllBufferSet,5,2,0,7,22,4,1,6,3,0.625,93,1,0,0.636363636,0.6,0,0,17.2,4,1.4,93,0,93,0,0
bsh.ReturnControl,1,1,0,10,2,0,9,1,1,2,12,0,0,0,1,0,0,9,0,0,12,0,12,0,0
org.gjt.sp.jedit.gui.EditAbbrevDialog,5,6,0,6,39,0,3,5,2,0.8,210,1,1,0.99389313,0.32,0,0,40,2,1,210,0,210,0,0
org.gjt.sp.jedit.gui.SelectLineRange,5,7,0,8,52,2,1,8,4,0.5,364,1,1,0.99391172,0.466666667,0,0,70.8,3,1.6,364,0,364,0,0
bsh.BSHSwitchStatement,2,2,0,10,9,1,1,9,2,2,106,0,0,0.947368421,0.625,2,2,52,1,0.5,106,0,106,0,0
org.gjt.sp.jedit.io.FavoritesVFS,10,2,0,5,28,13,3,4,9,0.722222222,230,0.75,1,0.724137931,0.472222222,1,3,21.6,3,1.2,230,0,230,0,1
org.gjt.sp.jedit.options.GeneralOptionPane,3,6,0,4,34,1,1,3,1,0.5,370,1,0,0.996987952,1,2,4,118,5,2.6667,370,0,370,0,0
org.gjt.sp.jedit.gui.CurrentDirectoryMenu,2,8,0,10,30,1,2,9,2,2,175,0,0,0.998835856,0.75,2,3,86.5,15,7.5,175,0,175,0,1
org.gjt.sp.jedit.gui.JCheckBoxList,8,5,0,4,33,28,2,2,7,2,143,0,0,0.992974239,0.5,1,1,16.875,3,1.125,143,0,143,0,0
bsh.Node,7,1,0,36,7,21,36,0,7,2,7,0,0,0,0.523809524,0,0,0,1,1,7,0,7,0,0
org.gjt.sp.jedit.options.ColorOptionPane,8,6,0,5,31,20,2,4,1,0.761904762,123,0.666666667,1,0.991017964,0.5,4,12,14,2,0.875,123,0,123,0,1
org.gjt.sp.jedit.textarea.Gutter,30,4,0,10,73,337,7,7,25,0.927203065,628,1,3,0.957037037,0.127777778,3,18,19.33333333,20,1.9,628,0,628,0,1
bsh.BSHBinaryExpression,4,2,0,12,21,6,1,11,1,1,279,0,0,0.857142857,0.45,1,1,68.5,4,2.25,279,0,279,0,0
bsh.This,11,1,2,14,30,15,9,8,7,0.566666667,182,0,3,0,0.236363636,0,0,15.27272727,3,1.0909,182,0,182,0,0
bsh.BSHTryStatement,2,2,0,12,22,1,1,11,1,2,185,0,0,0.947368421,0.625,1,2,91.5,1,0.5,185,0,185,0,0
bsh.BSHWhileStatement,2,2,0,10,7,1,1,9,1,1,79,0,0,0.947368421,0.625,1,1,38,1,0.5,79,0,79,0,0
org.gjt.sp.jedit.proto.jeditresource.Handler,2,2,0,1,5,1,0,1,2,2,14,0,0,0.923076923,0.75,0,0,6,1,0.5,14,0,14,0,0
org.gjt.sp.jedit.options.BrowserOptionPane,3,6,0,3,17,1,1,2,3,0.5,263,1,0,0.996987952,1,2,4,84,5,2,263,0,263,0,1
org.gjt.sp.jedit.textarea.TextRenderer,13,1,2,6,32,76,5,2,8,0.972222222,439,0.333333333,0,0,0.318181818,0,0,32.53846154,10,2.4615,439,0,439,0,0
org.gjt.sp.jedit.gui.EnhancedMenuItem,5,6,0,5,33,2,2,3,3,0.458333333,191,1,1,0.996240602,0.4375,2,11,36,8,2.6,191,0,191,0,1
org.gjt.sp.jedit.browser.BrowserListener,2,1,0,4,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,2,0,2,0,0
bsh.Primitive,45,1,0,41,77,898,36,5,28,0.795454545,1472,0.25,2,0,0.083333333,0,0,31.62222222,12,2.0222,1472,0,1472,0,0
bsh.Reflect,36,1,0,23,109,630,12,14,14,2,1557,0,0,0,0.155982906,0,0,42.25,30,3.1111,1557,0,1557,0,0
org.gjt.sp.util.WorkThreadPool,22,1,0,12,51,129,11,6,9,0.873015873,593,0.8,5,0,0.140909091,0,0,25.27272727,11,2.6818,593,0,593,0,1
bsh.Capabilities,7,1,0,5,12,13,5,0,6,0.5,64,1,0,0,0.166666667,0,0,7.857142857,4,1.5714,64,0,64,0,0
bsh.ClassPathException,1,4,0,3,2,0,2,1,1,2,5,0,0,1,1,0,0,4,0,0,5,0,5,0,0
org.gjt.sp.jedit.gui.EnhancedDialog,3,6,16,19,13,3,19,3,3,1,59,1,1,0.996937213,0.5,0,0,18.33333333,1,0.6667,59,0,59,0,0
org.gjt.sp.jedit.browser.BrowserView,19,5,0,13,77,71,8,10,8,0.813131313,498,1,3,0.973174367,0.198830409,0,0,24.63157895,9,2.0526,498,0,498,0,1
org.gjt.sp.jedit.options.PrintOptionPane,3,6,0,4,24,1,1,3,1,0.5,253,1,1,0.996987952,1,1,3,80,1,0.6667,253,0,253,0,1
com.microstar.xml.XmlException,5,3,0,5,6,2,5,0,5,0.75,36,1,0,0.80952381,0.466666667,1,1,5.4,1,0.8,36,0,36,0,0
org.gjt.sp.jedit.msg.PropertiesChanged,1,3,0,8,2,0,6,2,1,2,5,0,0,1,1,0,0,4,0,0,5,0,5,0,0
org.gjt.sp.jedit.AbstractOptionPane,10,5,15,17,27,29,15,2,5,0.805555556,258,1,0,0.986404834,0.5,0,0,24.4,2,1.1,258,0,258,0,1
gnu.regexp.REToken,8,1,13,15,9,12,13,2,0,0.761904762,66,1,2,0,0.354166667,0,0,6.875,3,1.25,66,0,66,0,0
org.gjt.sp.jedit.syntax.XModeHandler,19,2,0,11,75,123,1,11,8,0.888888889,1106,1,5,0.419354839,0.233918129,1,1,55.89473684,33,5.5789,1106,0,1106,0,1
org.gjt.sp.jedit.Macros,24,1,0,29,89,228,11,24,16,0.900621118,534,1,0,0,0.155279503,0,0,20.95833333,6,1.875,534,0,534,0,1
org.gjt.sp.jedit.syntax.TokenMarker,10,1,0,10,46,9,4,8,7,0.951111111,1441,0.48,1,0,0.314285714,0,0,140.6,32,8.5,1441,0,1441,0,1
bsh.ParserTreeConstants,1,1,0,2,1,0,2,0,0,2,186,0,0,0,0,0,0,148,0,0,186,0,186,0,0
org.gjt.sp.jedit.search.SearchAndReplace,31,1,0,34,108,197,9,27,28,0.64,1228,1,2,0,0.112903226,0,0,38.29032258,23,3.129,1228,0,1228,0,1
bsh.ParserTokenManager,50,1,0,5,66,3,1,4,6,0.75170068,6259,0.166666667,1,0,0.5,0,0,123.7,163,8.68,6259,0,6259,0,0
gnu.regexp.CharIndexedStringBuffer,4,1,0,2,7,0,1,1,3,0,59,1,0,0,0.666666667,0,0,13.25,3,1.75,59,0,59,0,0
org.gjt.sp.jedit.EditBus,11,1,0,22,29,23,19,3,8,0.72,244,1,1,0,0.16,0,0,20.72727273,5,1.7273,244,0,244,0,0
org.gjt.sp.jedit.gui.VariableGridLayout,17,1,0,1,37,100,1,0,16,0.7,691,0.8,0,0,0.323529412,0,0,39.05882353,13,2.1176,691,0,691,0,0
org.gjt.sp.jedit.options.GutterOptionPane,3,6,0,4,27,1,1,3,3,0.5,238,1,1,0.996987952,1,2,4,76,3,1.6667,238,0,238,0,0
org.gjt.sp.jedit.options.StyleOptionPane,8,6,0,6,31,20,4,4,1,0.761904762,123,0.666666667,1,0.991017964,0.5,4,12,14,2,0.875,123,0,123,0,1
bsh.BSHArrayInitializer,4,2,0,10,23,6,3,7,2,2,175,0,0,0.857142857,0.583333333,1,1,42.75,1,0.75,175,0,175,0,0
org.gjt.sp.jedit.pluginmgr.PluginListHandler,12,2,0,7,38,38,1,7,8,0.863636364,470,1,4,0.541666667,0.319444444,1,3,36.5,12,3.3333,470,0,470,0,1
bsh.ASCII_UCodeESC_CharStream,27,1,0,3,40,25,3,0,21,0.529411765,1277,0.705882353,0,0,0.296296296,0,0,45.66666667,7,1.5926,1277,0,1277,0,0
org.gjt.sp.jedit.BeanShellAction,7,2,0,5,16,3,1,4,7,0.80952381,115,1,0,0.7,0.392857143,1,1,14.42857143,3,1.4286,115,0,115,0,1
org.gjt.sp.jedit.gui.BufferSwitcher,4,5,0,6,16,0,4,5,2,0.5,62,1,1,0.995856354,0.416666667,0,0,14,2,1,62,0,62,0,0
gnu.regexp.RETokenEnd,3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.777777778,0.444444444,1,2,22.33333333,6,2.3333,71,0,71,0,0
org.gjt.sp.jedit.View,55,6,0,109,200,1197,99,30,40,0.892361111,1437,0.875,8,0.922746781,0.0784689,1,1,24.83636364,13,2.5091,1437,0,1437,0,1
org.gjt.sp.jedit.io.VFS,22,1,4,23,36,175,20,6,22,0.993197279,239,0.142857143,0,0,0.392045455,0,0,9.545454545,4,1.3182,239,0,239,0,1
bsh.LHS,8,1,0,15,31,0,8,9,3,0.766233766,356,0,1,0,0.375,0,0,42.125,1,0.375,356,0,356,0,0
gnu.regexp.RETokenEndSub,3,2,0,4,5,3,1,3,0,2,20,0,0,0.777777778,0.466666667,1,2,5.666666667,1,0.6667,20,0,20,0,0
gnu.regexp.RETokenRange,4,2,0,4,9,0,1,3,0,0.444444444,80,1,0,0.7,0.357142857,1,2,18.25,5,1.75,80,0,80,0,0
org.gjt.sp.jedit.gui.RecentFilesMenu,2,8,0,11,23,1,3,11,2,2,100,0,0,0.998835856,0.75,1,2,49,7,3.5,100,0,100,0,1
bsh.commands.dir,6,1,0,2,40,13,0,2,5,0.6,374,0,0,0,0.28,0,0,61.16666667,11,3,374,0,374,0,0
gnu.regexp.REException,4,3,0,4,13,0,4,1,3,1.222222222,71,0.133333333,0,0.85,0.5,1,1,13,1,0.75,71,0,71,0,0
bsh.BSHLHSPrimaryExpression,2,2,0,11,9,1,3,8,1,2,65,0,0,0.947368421,0.625,0,0,31.5,1,0.5,65,0,65,0,0
bsh.BshClassManager,25,1,0,10,37,290,7,3,22,0.888888889,161,1,1,0,0.157407407,0,0,5.2,3,1.16,161,0,161,0,0
bsh.Name,19,1,0,19,71,91,6,15,9,0.708333333,1263,0.625,1,0,0.274853801,0,0,65.05263158,5,1.6316,1263,0,1263,0,0
org.gjt.sp.jedit.gui.OpenWithEncodingMenu,1,8,0,4,15,0,2,4,1,2,83,0,0,1,1,0,0,82,0,0,83,0,83,0,1
gnu.regexp.REMatch,15,1,0,19,28,0,18,1,11,0.669642857,391,0.125,1,0,0.333333333,0,0,24.53333333,6,2.2667,391,0,391,0,0
gnu.regexp.REFilterReader,5,3,0,4,18,8,0,4,5,0.375,173,1,2,0.818181818,0.366666667,2,3,32.4,7,2.6,173,0,173,0,0
org.gjt.sp.jedit.search.SearchMatcher,2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.666666667,0,0,0,1,1,2,0,2,0,1
bsh.ParseException,6,3,0,3,19,3,2,1,5,0.44,387,0.4,1,0.85,0.333333333,1,1,62.66666667,14,4.3333,387,0,387,0,0
bsh.Token,3,1,0,5,4,3,5,0,2,1.4375,23,0,2,0,0.5,0,0,4,2,1,23,0,23,0,0
bsh.JThis,87,2,0,8,100,3741,0,8,84,2,711,0,0,0.104166667,0.054675365,1,2,7.172413793,3,1.023,711,0,711,0,0
org.gjt.sp.jedit.msg.EditorExitRequested,2,3,0,5,4,1,1,4,2,2,10,0,0,0.857142857,0.75,0,0,4,1,0.5,10,0,10,0,0
org.gjt.sp.jedit.browser.BrowserIORequest,7,2,0,7,27,0,1,7,3,0.616666667,500,0.6,2,0.454545455,0.285714286,0,0,69,5,3.1429,500,0,500,0,1
bsh.BSHArguments,2,2,0,10,6,1,5,5,1,2,30,0,0,0.947368421,0.625,0,0,14,1,0.5,30,0,30,0,0
org.gjt.sp.jedit.textarea.ScrollListener,2,1,0,3,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,2,0,2,0,0
org.gjt.sp.jedit.gui.AbbrevEditor,5,5,0,4,26,0,3,1,5,0.25,339,1,0,0.99391172,0.6,0,0,66.4,12,4.2,339,0,339,0,0
org.gjt.sp.jedit.gui.EnhancedButton,3,6,0,3,13,3,1,2,3,2,45,0,0,0.997382199,0.5,2,2,14,1,0.6667,45,0,45,0,0
org.gjt.sp.jedit.options.ToolBarOptionPane,13,6,0,14,75,44,4,13,1,0.814814815,517,1,0,0.982195846,0.5,3,5,38.07692308,12,2.3077,517,0,517,0,1
bsh.ReflectError,2,3,0,7,4,1,7,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,9,0,9,0,0
org.gjt.sp.jedit.ActionListHandler,11,2,0,5,31,31,1,5,7,0.8,231,1,0,0.565217391,0.4,1,3,19.27272727,8,2.2727,231,0,231,0,1
org.gjt.sp.jedit.gui.MarkersMenu,2,8,0,9,25,1,2,8,2,2,127,0,0,0.998835856,0.75,3,4,62.5,9,4.5,127,0,127,0,1
org.gjt.sp.jedit.browser.VFSFileChooserDialog,10,7,0,15,74,17,4,15,5,0.814814815,477,1,1,0.986404834,0.25,4,7,46.1,9,2.3,477,0,477,0,1
org.gjt.sp.jedit.search.HyperSearchResult,6,1,0,8,23,3,4,4,5,0.68,128,0,1,0,0.458333333,0,0,19.5,2,1.3333,128,0,128,0,1
org.gjt.sp.jedit.gui.HistoryTextField,21,6,0,17,83,64,13,7,9,0.691666667,589,1,1,0.978986403,0.224489796,3,7,26.76190476,13,2.7619,589,0,589,0,1
bsh.BSHImportDeclaration,2,2,0,10,9,1,1,9,1,1,36,0,0,0.947368421,0.625,1,1,16,1,0.5,36,0,36,0,0
bsh.BSHAssignment,3,2,0,11,18,3,1,10,1,1,273,0,0,0.9,0.533333333,1,1,89.66666667,1,0.6667,273,0,273,0,0
org.gjt.sp.jedit.gui.BeanShellErrorDialog,3,7,0,5,33,3,2,4,3,2,162,0,0,0.996946565,0.555555556,0,0,53,1,0.6667,162,0,162,0,1
org.gjt.sp.jedit.options.LoadSaveOptionPane,5,6,0,4,35,0,2,3,3,0.711538462,386,1,0,0.993993994,0.5,3,5,73.6,6,2,386,0,386,0,1
bsh.SimpleNode,19,1,35,50,30,147,46,7,19,0.888888889,240,0.5,4,0,0.233082707,0,0,11.31578947,6,1.6316,240,0,240,0,0
bsh.BSHForStatement,2,2,0,12,10,1,1,11,1,1.125,137,0.625,4,0.947368421,0.625,1,1,63.5,1,0.5,137,0,137,0,0
bsh.BSHVariableDeclarator,2,2,0,10,9,1,2,8,1,2,40,0,0,0.947368421,0.6,1,2,18.5,1,0.5,40,0,40,0,0
org.gjt.sp.util.WorkThreadProgressListener,1,1,0,5,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
org.gjt.sp.jedit.syntax.ParserRuleSet,17,1,0,8,22,100,5,3,17,0.91875,199,1,4,0,0.183823529,0,0,10.11764706,4,1.4118,199,0,199,0,1
org.gjt.sp.jedit.gui.IOProgressMonitor,5,6,0,10,33,4,4,8,2,0.666666667,152,1,2,0.99389313,0.4,1,1,28.8,1,0.8,152,0,152,0,1
org.gjt.sp.jedit.pluginmgr.PluginListDownloadProgress,7,6,0,7,33,11,4,6,0,0.777777778,145,1,3,0.99086758,0.285714286,0,0,19.28571429,1,0.8571,145,0,145,0,1
org.gjt.sp.jedit.msg.BufferUpdate,6,3,0,14,14,5,11,5,5,0.927272727,81,0.181818182,1,0.6,0.4,1,1,10.66666667,1,0.6667,81,0,81,0,0
org.gjt.sp.jedit.search.SearchFileSet,5,1,0,9,5,10,7,2,5,2,5,0,0,0,0.6,0,0,0,1,1,5,0,5,0,0
org.gjt.sp.jedit.syntax.ParserRuleFactory,11,1,0,3,16,55,2,1,9,2,456,0,0,0,0.363636364,0,0,40.45454545,6,3.5455,456,0,456,0,0
bsh.TokenMgrError,6,3,0,2,19,15,2,0,4,1.12,184,0,0,0.85,0.5,1,1,28.83333333,14,2.8333,184,0,184,0,0
bsh.BSHThrowStatement,2,2,0,7,7,1,1,6,1,2,30,0,0,0.947368421,0.625,1,1,14,1,0.5,30,0,30,0,0
bsh.BSHTernaryExpression,2,2,0,7,6,1,1,6,1,2,36,0,0,0.947368421,0.625,1,1,17,1,0.5,36,0,36,0,0
org.gjt.sp.jedit.search.DirectoryListSet,8,2,0,8,34,12,2,6,5,0.714285714,223,1,0,0.5,0.291666667,0,0,26.375,8,2,223,0,223,0,0
org.gjt.sp.jedit.gui.StatusBar,14,5,0,20,72,37,17,11,8,0.857142857,533,0.928571429,3,0.98048048,0.257142857,2,5,36.07142857,6,1.7857,533,0,533,0,1
bsh.XThis,5,2,0,4,18,8,1,4,2,0.75,106,0,0,0.714285714,0.333333333,1,2,20,3,1.2,106,0,106,0,0
org.gjt.sp.jedit.Mode,12,1,0,19,32,36,15,6,12,0.745454545,236,1,3,0,0.416666667,0,0,18.25,5,2,236,0,236,0,1
bsh.BSHLiteral,5,2,0,7,20,4,1,6,2,0.5,153,0,0,0.818181818,0.366666667,0,0,29.4,10,4,153,0,153,0,0
org.gjt.sp.jedit.browser.FileCellRenderer,4,5,0,5,32,0,1,4,2,0.575757576,313,0.909090909,0,0.995601173,0.375,0,0,74.5,11,4,313,0,313,0,1
org.gjt.sp.jedit.TextUtilities,9,1,0,8,39,36,5,4,9,2,904,0,0,0,0.301587302,0,0,99.44444444,20,6,904,0,904,0,1
org.gjt.sp.jedit.options.TextAreaOptionPane,3,6,0,4,24,1,1,3,3,0.5,321,1,1,0.996987952,1,2,4,102,3,1.6667,321,0,321,0,0
gnu.regexp.CharIndexedReader,5,1,0,3,12,0,2,1,3,0.46875,269,1,0,0,0.6,0,0,51.2,10,3.8,269,0,269,0,0
org.gjt.sp.util.Log,13,1,0,64,55,36,64,1,7,0.886904762,433,0.571428571,0,0,0.178571429,0,0,31.23076923,7,2.3077,433,0,433,0,0
bsh.EvalError,11,3,2,51,20,0,51,1,9,0.1,137,0,1,0.653846154,0.575757576,1,1,11.36363636,2,1.1818,137,0,137,0,0
org.gjt.sp.jedit.syntax.KeywordMap,8,1,0,5,15,0,4,2,6,0.428571429,139,1,1,0,0.395833333,0,0,16,5,1.375,139,0,139,0,0
org.gjt.sp.jedit.JARClassLoader,14,2,0,11,88,35,6,7,8,0.673076923,889,1,1,0.842105263,0.619047619,1,7,62.21428571,10,2.0714,889,0,889,0,1
org.gjt.sp.jedit.gui.DefaultInputHandler,12,3,0,6,52,8,2,5,10,0.672727273,501,1,0,0.666666667,0.303030303,1,4,40.33333333,17,4.3333,501,0,501,0,1
bsh.ConsoleInterface,6,1,0,1,6,15,1,0,6,2,6,0,0,0,0.75,0,0,0,1,1,6,0,6,0,0
bsh.BSHBlock,3,2,0,14,10,3,5,9,2,2,63,0,0,0.9,0.6,1,1,20,1,0.6667,63,0,63,0,0
bsh.BSHFormalParameters,2,2,0,9,6,1,3,6,1,1,54,0,0,0.947368421,0.666666667,1,2,24.5,1,0.5,54,0,54,0,0
bsh.ReflectManager,4,1,0,3,12,6,1,2,4,0.666666667,37,1,1,0,0.5,0,0,8,2,1,37,0,37,0,0
org.gjt.sp.jedit.pluginmgr.PluginManager,11,6,0,11,64,27,6,9,1,0.775,595,1,0,0.984871407,0.363636364,0,0,52.36363636,12,1.9091,595,0,595,0,1
bsh.BSHPrimaryExpression,2,2,0,8,8,1,1,7,1,2,50,0,0,0.947368421,0.625,1,1,24,1,0.5,50,0,50,0,0
org.gjt.sp.jedit.search.CurrentBufferSet,6,1,0,6,8,15,3,3,6,2,24,0,0,0,0.555555556,0,0,3,2,1,24,0,24,0,0
org.gjt.sp.jedit.search.SearchBar,13,5,0,14,65,14,4,14,4,0.633333333,398,1,2,0.981954887,0.323076923,2,5,29.23076923,8,1.6154,398,0,398,0,1
org.gjt.sp.jedit.textarea.MarkerHighlight,8,1,0,8,28,6,1,7,8,0.678571429,160,1,2,0,0.234375,0,0,18.5,6,2,160,0,160,0,0
org.gjt.sp.jedit.gui.AboutDialog,3,7,0,4,33,3,1,4,3,1,176,1,0,0.996946565,0.666666667,0,0,57.33333333,1,0.6667,176,0,176,0,1
org.gjt.sp.jedit.BeanShell,15,1,0,26,75,73,9,19,12,0.785714286,736,1,3,0,0.247619048,0,0,47.66666667,13,4.4,736,0,736,0,1
org.gjt.sp.jedit.msg.EditPaneUpdate,5,3,0,5,13,4,2,4,4,0.875,50,0.25,0,0.666666667,0.5,1,1,8.2,1,0.6,50,0,50,0,0
bsh.BSHTypedVariableDeclaration,3,2,0,11,13,3,1,10,1,1,101,0,0,0.9,0.444444444,1,1,32.33333333,6,2.3333,101,0,101,0,0
org.gjt.sp.jedit.EditAction,16,1,2,23,25,106,21,2,15,0.8,128,1,0,0,0.205357143,0,0,6.875,3,1.1875,128,0,128,0,0
org.gjt.sp.jedit.EditServer,6,2,0,6,50,9,3,5,3,0.8,305,1,0,0.924242424,0.305555556,0,0,49.16666667,8,2,305,0,305,0,1
org.gjt.sp.jedit.gui.MacrosMenu,6,8,0,10,24,15,1,10,4,2,144,0,0,0.994206257,0.333333333,1,7,23,5,2.1667,144,0,144,0,0
org.gjt.sp.jedit.options.ModeOptionPane,12,6,0,6,38,28,3,5,1,0.392344498,645,1,2,0.983655275,0.5,1,3,51.16666667,5,1.4167,645,0,645,0,1
org.gjt.sp.jedit.ModeCatalogHandler,6,2,0,5,28,3,1,5,4,0.771428571,230,1,0,0.722222222,0.722222222,1,3,36.16666667,7,3,230,0,230,0,1
org.gjt.sp.jedit.textarea.TextAreaHighlight,3,1,0,5,3,3,4,1,3,2,3,0,0,0,0.444444444,0,0,0,1,1,3,0,3,0,0
org.gjt.sp.jedit.EBPlugin,2,2,0,4,3,1,1,3,1,2,6,0,0,0.9,0.75,0,0,2,1,0.5,6,0,6,0,0
org.gjt.sp.jedit.MiscUtilities,28,1,0,45,60,378,43,2,24,2,950,0,0,0,0.183673469,0,0,32.92857143,14,3.7143,950,0,950,0,1
gnu.regexp.RETokenStart,3,2,0,4,9,1,1,3,0,0.5,106,1,0,0.777777778,0.444444444,1,2,34,11,4,106,0,106,0,0
org.gjt.sp.jedit.textarea.TextRenderer2D,6,2,0,1,23,1,0,1,2,0.6,141,1,0,0.6875,0.476190476,1,2,22.16666667,3,1.3333,141,0,141,0,0
org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,7,1,0,5,16,0,1,4,4,0.666666667,416,1,1,0,0.265306122,0,0,57.14285714,14,4.1429,416,0,416,0,1
org.gjt.sp.jedit.proto.jeditresource.PluginResURLConnection,5,2,0,5,28,2,1,4,4,0.5625,199,1,0,0.935483871,0.466666667,1,7,38,8,2.2,199,0,199,0,1
org.gjt.sp.jedit.gui.BufferOptions,15,7,0,12,91,47,2,11,3,0.808035714,1186,1,3,0.979010495,0.283333333,1,1,77,7,1.3333,1186,0,1186,0,1
gnu.regexp.CharIndexed,3,1,0,24,3,3,24,0,3,1.5,4,0,0,0,0.833333333,0,0,0,1,1,4,0,4,0,0
